cpu_used,cpu_requested,time,pod_count,memory_used,seconds,throughput
0.0013354007190902123,1.5,2023-01-17 19:24:37,3,994886.3054059526,0,0
0.0001479877837633058,2.5,2023-01-17 19:24:47,4,1013686.2138087745,10,0
0.028686152089890636,2.5,2023-01-17 19:24:57,4,2178023.6712780595,20,0.3333333333333333
0.7228998406778799,2.5,2023-01-17 19:25:07,4,10193358.944786033,30,0.6
0.8904763733038416,2.5,2023-01-17 19:25:17,4,11134576.192858264,40,0.8
1.022513551456543,2.5,2023-01-17 19:25:27,4,11346481.42053934,50,0.8
0.04782604772377777,2.5,2023-01-17 19:25:37,4,147571.77288092388,60,1.4
1.7835897976073825,2.5,2023-01-17 19:25:47,4,3414706.627100252,70,1.1333333333333333
1.799991821240945,2.5,2023-01-17 19:25:57,4,3429811.4155064,80,1.1333333333333333
1.0789500238969432,2.5,2023-01-17 19:26:07,4,722946.9310827628,90,1.2666666666666666
2.938578514691713,6.5,2023-01-17 19:26:17,8,1487514.2285010654,100,2.533333333333333
2.978713958402171,6.5,2023-01-17 19:26:27,8,1555045.3719342398,110,1.7999999999999998
2.449960325267758,6.5,2023-01-17 19:26:37,8,1267784.5835668684,120,1.1333333333333333
2.9995070784653683,5.5,2023-01-17 19:26:47,7,3158236.0616533095,130,1.8666666666666665
3.0074558959117894,5.5,2023-01-17 19:26:57,7,3174819.935515612,140,1.0666666666666667
