cpu_used,cpu_requested,time,pod_count,memory_used,seconds,throughput
0.02273407427410984,5,2023-01-17 18:56:58,5,982777.0993036351,0,0
0.05930795462860029,5,2023-01-17 18:57:08,5,2470383.657377007,10,0.26666666666666666
0.63271233790562,2.5,2023-01-17 18:57:18,4,9678636.725386662,20,0.4666666666666667
0.7785760634649919,2.5,2023-01-17 18:57:28,4,9129880.022875661,30,0.7333333333333334
1.3567438994708965,2.5,2023-01-17 18:57:38,4,9692537.482709587,40,0.9333333333333333
1.6747858412685661,3.5,2023-01-17 18:57:48,4,7650629.214900777,50,1.0666666666666667
1.7581730258576644,3.5,2023-01-17 18:57:58,4,7968467.482103109,60,1
1.7269986971897167,3.5,2023-01-17 18:58:08,4,6281641.329752984,70,1.2666666666666666
2.1084077401395587,2.5,2023-01-17 18:58:18,4,2965342.447688199,80,0.7999999999999999
2.1009599999939677,2.5,2023-01-17 18:58:28,4,2954056.4629174364,90,1.2
2.395958201942806,2.5,2023-01-17 18:58:38,4,510624.48664279166,100,1.3333333333333333
2.648370910017607,4.5,2023-01-17 18:58:48,6,567430.6048510887,110,1.7333333333333334
2.688808194185445,4.5,2023-01-17 18:58:58,6,537631.5511965395,120,2.6
1.5689878563952007,4.5,2023-01-17 18:59:08,6,395141.563999627,130,1.0666666666666667
,5.5,2023-01-17 18:59:18,4,,140,1.0666666666666667
