cpu_used,cpu_requested,time,pod_count,memory_used,seconds,throughput
0.02162310158860802,2,2023-01-17 11:47:06,4,936473.7698594125,0,0
0.05129577164766963,2.5,2023-01-17 11:47:16,4,2261074.628522163,10,0.06666666666666667
0.06287895600029363,2.5,2023-01-17 11:47:26,4,2753831.404634177,20,0.6
0.009125839699580075,2.5,2023-01-17 11:47:36,4,52840.95388792973,30,0.7333333333333334
0.34053852544130203,2.5,2023-01-17 11:47:46,4,2413871.572548658,40,0.5333333333333333
1.070621632014392,2.5,2023-01-17 11:47:56,4,7071271.0563404,50,0.6
1.1926763978985073,2.5,2023-01-17 11:48:06,4,6915412.142592504,60,1
1.4550878009712593,4.5,2023-01-17 11:48:16,4,6489395.705239573,70,0.9333333333333333
2.0491189558858416,4.5,2023-01-17 11:48:26,4,5591563.186610338,80,1.4666666666666666
1.9541544391142398,4.5,2023-01-17 11:48:36,4,2266960.4603923443,90,2.0666666666666664
0.7765631671027965,4.5,2023-01-17 11:48:46,4,1475860.983755053,100,1.3333333333333333
0.0722516788394649,4.5,2023-01-17 11:48:56,4,700361.8988264594,110,1.7940199335548175
2.777092189996726,4.5,2023-01-17 11:49:06,4,2531877.166253456,120,2.7333333333333334
2.1841107066815546,5.5,2023-01-17 11:49:16,6,1748774.7278695337,130,2.9333333333333336
1.956395796469974,5.5,2023-01-17 11:49:26,6,1255361.4347459977,140,2.1333333333333333
