cpu_used,cpu_requested,time,pod_count,memory_used,seconds,throughput
0.025094386973676826,4,2023-01-17 10:37:04,4,521810.01140450884,0,0
0.05668776656928747,2.5,2023-01-17 10:37:14,4,2942188.828242379,10,0.26666666666666666
0.23230187867081753,2.5,2023-01-17 10:37:24,4,5543045.620818839,20,0.4666666666666667
0.5107962938436139,2.5,2023-01-17 10:37:34,4,8182129.923889462,30,0.7333333333333334
0.6045528565690699,2.5,2023-01-17 10:37:44,4,6476844.13090238,40,1
0.731277911556758,2.5,2023-01-17 10:37:54,4,5934186.92658874,50,1
1.7335613779824959,2.5,2023-01-17 10:38:04,4,11518933.686872317,60,1.3333333333333333
2.044949349028767,5.5,2023-01-17 10:38:14,4,11629066.605041808,70,1.1333333333333333
1.119239823431222,5.5,2023-01-17 10:38:24,4,5130483.630425328,80,1.4
2.756499302009331,5.5,2023-01-17 10:38:34,4,2662096.6980612823,90,2.0666666666666664
3.114961573472967,5.5,2023-01-17 10:38:44,7,11396794.715263372,100,1.9333333333333331
2.4590672547400385,5.5,2023-01-17 10:38:54,7,17600289.0120375,110,2
3.135625701752617,5.5,2023-01-17 10:39:04,7,22710487.528021943,120,2.6666666666666665
