cpu_used,cpu_requested,time,pod_count,memory_used,seconds,throughput
0.029679047733642577,5,2023-01-17 18:30:00,6,449732.6260083898,0,0
0.6884834605228759,5,2023-01-17 18:30:10,6,1167716.2517909391,10,0.06666666666666667
0.8321087559368668,2.5,2023-01-17 18:30:20,4,9339703.362642562,20,0.5333333333333333
0.9938039457971708,2.5,2023-01-17 18:30:30,4,9791102.990783965,30,0.7333333333333334
1.5566436976066265,2.5,2023-01-17 18:30:40,4,10716138.935516551,40,0.7333333333333334
1.7044069462792453,6.5,2023-01-17 18:30:50,4,5490518.137059951,50,0.8
2.725856537404237,6.5,2023-01-17 18:31:00,4,6190021.477437302,60,1
2.190408892180594,6.5,2023-01-17 18:31:10,4,19430030.051102016,70,1.3333333333333333
3.022967396170487,11,2023-01-17 18:31:20,9,23016580.50269846,80,1.3333333333333333
3.0669195652221615,11,2023-01-17 18:31:30,9,30624570.859677427,90,1.8666666666666665
3.4725881756129273,11,2023-01-17 18:31:40,9,36817935.85767767,100,2.0666666666666664
,11,2023-01-17 18:31:50,15,46342133.03055554,110,2.1999999999999997
,11,2023-01-17 18:32:00,15,,120,2.4
