cpu_used,cpu_requested,time,pod_count,memory_used,seconds,throughput
0.03373769667640273,2,2023-01-17 19:48:15,2,532514.1924400376,0,0
0.0052819963721430965,2,2023-01-17 19:48:25,2,2859.0200262446288,10,0.4
0.016867470559061647,2,2023-01-17 19:48:35,2,116787.2975661215,20,0.7333333333333334
0.4356461036298997,4,2023-01-17 19:48:45,4,4653975.53605224,30,0.8
0.5667782784750052,4,2023-01-17 19:48:55,4,6083656.943015024,40,0.6
1.4999329084649045,4,2023-01-17 19:49:05,4,11044599.222769778,50,1.1333333333333333
0.9559159353144268,4,2023-01-17 19:49:15,5,3701332.301135732,60,1.4
2.274072714572611,4,2023-01-17 19:49:25,5,4719979.481761472,70,1.5333333333333332
2.588751376726838,4,2023-01-17 19:49:35,5,2703322.9805169357,80,1.5999999999999999
1.2788913054322681,4,2023-01-17 19:49:45,4,1771374.9022582578,90,0.5333333333333333
2.6052000561025257,4,2023-01-17 19:49:55,4,2140701.8474838356,100,1.1333333333333333
2.4140079269895036,4,2023-01-17 19:50:05,4,1407439.7206081592,110,1.3333333333333333
2.237817261722173,7,2023-01-17 19:50:15,4,1301271.513611965,120,0.26666666666666666
1.7424989036421001,7,2023-01-17 19:50:25,4,634566.1492284359,130,1.0666666666666667
2.985924386920994,7,2023-01-17 19:50:35,4,2503986.01982847,140,1.4
2.7539002283679217,7,2023-01-17 19:50:45,10,6635517.129117337,150,1.2666666666666666
