cpu_used,cpu_requested,time,pod_count,memory_used,seconds,throughput
0.022736212156478933,4.5,2023-01-17 10:31:05,5,1710585.5532955306,0,0
0.053136442589921166,2.5,2023-01-17 10:31:15,4,2477766.929263537,10,0.26666666666666666
0.1339945702981331,2.5,2023-01-17 10:31:25,4,3792867.806675794,20,0.4666666666666667
0.41486986297510914,2.5,2023-01-17 10:31:35,4,6722193.745714349,30,0.6
0.9271340348066254,2.5,2023-01-17 10:31:45,4,11061975.334429216,40,0.7333333333333334
1.1093701239444784,2.5,2023-01-17 10:31:55,4,13453411.953102563,50,0.8666666666666667
0.6857319800035959,2.5,2023-01-17 10:32:05,4,7856825.309332649,60,0.8666666666666667
2.0613325011517807,2.5,2023-01-17 10:32:15,4,1769036.5550808127,70,0.7333333333333333
2.182992495230379,2.5,2023-01-17 10:32:25,4,1778501.3921499809,80,1.3333333333333333
1.174210208547522,2.5,2023-01-17 10:32:35,4,315358.29022334126,90,1.4
2.9284185198702453,5.5,2023-01-17 10:32:45,7,3297557.1650326727,100,1.0666666666666667
2.9276864858883185,5.5,2023-01-17 10:32:55,7,3328205.879425697,110,1.4
2.962340592533886,5.5,2023-01-17 10:33:05,7,3464043.0407785503,120,1.1333333333333333
3.1997661050200072,2.5,2023-01-17 10:33:15,4,1213785.2549437112,130,1.0666666666666667
3.1861369377784223,2.5,2023-01-17 10:33:25,4,1150694.918087335,140,2.1333333333333333
3.1679610942961216,2.5,2023-01-17 10:33:35,4,1018312.1352613572,150,1.0666666666666667
