cpu_used,cpu_requested,time,pod_count,memory_used,seconds,throughput
0.03427712935902597,1.5,2023-01-17 15:24:44,3,1408189.6371547063,0,0
0.031582800127111954,1.5,2023-01-17 15:24:54,3,1313005.0378471515,10,0.06666666666666667
0.01180427917697625,1.5,2023-01-17 15:25:04,3,2340264.879473839,20,0.6
0.008918325011782427,2.5,2023-01-17 15:25:14,4,3516512.182305017,30,0.8666666666666667
0.03409796766803536,2.5,2023-01-17 15:25:24,4,5186569.604248794,40,0.8666666666666667
0.06698421114749624,2.5,2023-01-17 15:25:34,4,4651449.779839876,50,1.0666666666666667
1.9478551299527038,4,2023-01-17 15:25:44,5,9753908.666807888,60,1.0666666666666667
2.29950471483156,4,2023-01-17 15:25:54,5,7974247.362220328,70,1.4
1.217733611308001,4,2023-01-17 15:26:04,5,3115841.1072004572,80,1.2
1.2395851885754257,4,2023-01-17 15:26:14,6,842430.0546384928,90,1.3333333333333333
2.454550637807564,4,2023-01-17 15:26:24,6,1208076.6156350162,100,1.7999999999999998
2.540997157052502,4,2023-01-17 15:26:34,6,1345553.6838767359,110,1.1333333333333333
2.4135580311417955,5.5,2023-01-17 15:26:44,8,1684165.5484747693,120,1.9999999999999998
2.2810022075689385,5.5,2023-01-17 15:26:54,8,1649950.4843432738,130,1.4
2.9682114332356866,5.5,2023-01-17 15:27:04,8,2491208.7258358174,140,0.9333333333333333
