,Unnamed: 0,workload_type,workload_size,Workload TPT,Average Workload TPT,Average FET,Average CT,C_CPU,C_RAM,C_disk_read,C_disk_write,C_network_recieve,C_network_transmit,pod_cpu_aeneas_function,pod_cpu_functions_all,pod_cpu_mosquitto_broker,pod_cpu_mosquitto_connector_aeneas,pod_cpu_mosquitto_connector_tocloud
0,0.0,15_WITHOUT_CONF,15,578,38.53333333333333,4.668633333333333,33.8647,21.499999999990308,35.74691030018934,2609.303703703704,306744.88888888893,0,577.3654756952456,0.2284071942499806,0.2394581819678944,0.002038193889853,0.0551139404125046,0.0274206852774415
1,,10_WITHOUT_CONF,10,291,29.1,4.6874,24.412599999999998,19.80000000000777,35.52972853480743,19539.437037037038,417829.92592592584,0,586.3777777777779,0.28895965984920824,0.30115251707498014,0.00219679269445128,0.09149128300202528,0.02703537840569712
