,intime,outtime,aeneas,tocloud,TPT,FET,Waiting time,scenario
15,2023-01-07 17:40:06.828852,2023-01-07 17:40:18.441,11.557,0.0812,11,11.638200000000001,-0.6382000000000012,5_0.1_k8s_k8s
16,2023-01-07 17:40:08.654312,2023-01-07 17:40:18.800,12.940,0.1327,10,13.0727,-3.0726999999999993,5_0.1_k8s_k8s
17,2023-01-07 17:40:13.201288,2023-01-07 17:40:22.435,6.5582,0.0563,9,6.6145000000000005,2.3854999999999995,5_0.1_k8s_k8s
18,2023-01-07 17:40:13.399246,2023-01-07 17:40:23.580,4.9937,0.0418,10,5.0355,4.9645,5_0.1_k8s_k8s
19,2023-01-07 17:40:13.738426,2023-01-07 17:40:24.988,11.530,0.0442,11,11.5742,-0.5741999999999994,5_0.1_k8s_k8s
20,2023-01-07 17:40:13.926788,2023-01-07 17:40:25.411,11.896,0.2870,11,12.183000000000002,-1.1830000000000016,5_0.1_k8s_k8s
21,2023-01-07 17:40:14.680802,2023-01-07 17:40:27.849,5.7116,0.2429,13,5.9544999999999995,7.0455000000000005,5_0.1_k8s_k8s
23,2023-01-07 17:40:16.297600,2023-01-07 17:40:30.486,10.493,1.2470,14,11.74,2.26,5_0.1_k8s_k8s
22,2023-01-07 17:40:15.782036,2023-01-07 17:40:30.489,10.596,2.2110,14,12.807,1.1929999999999996,5_0.1_k8s_k8s
24,2023-01-07 17:40:16.399714,2023-01-07 17:40:30.496,15.531,2.3436,14,17.8746,-3.874600000000001,5_0.1_k8s_k8s
25,2023-01-07 17:40:17.683246,2023-01-07 17:40:30.502,16.058,0.5782,12,16.6362,-4.636199999999999,5_0.1_k8s_k8s
26,2023-01-07 17:40:17.708318,2023-01-07 17:40:30.615,13.655,0.6437,12,14.2987,-2.2987,5_0.1_k8s_k8s
28,2023-01-07 17:40:20.536258,2023-01-07 17:40:30.645,15.320,0.1388,10,15.4588,-5.4588,5_0.1_k8s_k8s
27,2023-01-07 17:40:18.488984,2023-01-07 17:40:30.670,9.3880,0.6693,12,10.0573,1.9427000000000003,5_0.1_k8s_k8s
29,2023-01-07 17:40:21.089668,2023-01-07 17:40:30.721,4.6457,0.0615,9,4.707199999999999,4.292800000000001,5_0.1_k8s_k8s
30,2023-01-07 17:40:22.004074,2023-01-07 17:40:32.055,11.320,0.2643,10,11.5843,-1.5843000000000007,5_0.1_k8s_k8s
31,2023-01-07 17:40:23.604144,2023-01-07 17:40:34.039,8.2680,0.0480,10,8.316,1.6839999999999993,5_0.1_k8s_k8s
32,2023-01-07 17:40:24.500329,2023-01-07 17:40:36.387,11.813,0.0966,11,11.909600000000001,-0.9096000000000011,5_0.1_k8s_k8s
33,2023-01-07 17:40:25.691033,2023-01-07 17:40:36.523,7.8913,0.2566,10,8.1479,1.8521,5_0.1_k8s_k8s
34,2023-01-07 17:40:25.986662,2023-01-07 17:40:36.594,20.055,0.2425,10,20.2975,-10.2975,5_0.1_k8s_k8s
35,2023-01-07 17:40:28.536366,2023-01-07 17:40:36.765,12.960,0.2041,8,13.164100000000001,-5.164100000000001,5_0.1_k8s_k8s
36,2023-01-07 17:40:29.313847,2023-01-07 17:40:38.981,4.8109,0.0515,9,4.8624,4.1376,5_0.1_k8s_k8s
37,2023-01-07 17:40:29.459491,2023-01-07 17:40:40.980,5.0969,0.0477,11,5.1446,5.8554,5_0.1_k8s_k8s
38,2023-01-07 17:40:31.553239,2023-01-07 17:40:41.266,5.3571,0.0779,9,5.435,3.5650000000000004,5_0.1_k8s_k8s
39,2023-01-07 17:40:34.108520,2023-01-07 17:40:41.960,12.597,0.0383,7,12.635299999999999,-5.635299999999999,5_0.1_k8s_k8s
40,2023-01-07 17:40:34.463765,2023-01-07 17:40:42.027,12.503,0.2061,7,12.7091,-5.709099999999999,5_0.1_k8s_k8s
41,2023-01-07 17:40:35.797459,2023-01-07 17:40:42.284,7.7590,0.0342,6,7.793200000000001,-1.7932000000000006,5_0.1_k8s_k8s
42,2023-01-07 17:40:35.811747,2023-01-07 17:40:44.821,7.0844,0.0831,9,7.1674999999999995,1.8325000000000005,5_0.1_k8s_k8s
43,2023-01-07 17:40:36.787915,2023-01-07 17:40:46.010,13.940,0.8488,9,14.7888,-5.7888,5_0.1_k8s_k8s
44,2023-01-07 17:40:37.648136,2023-01-07 17:40:47.628,4.8532,0.1017,9,4.9549,4.0451,5_0.1_k8s_k8s
45,2023-01-07 17:40:42.463973,2023-01-07 17:40:47.716,5.1357,0.1564,5,5.2921,-0.2920999999999996,5_0.1_k8s_k8s
46,2023-01-07 17:40:42.654273,2023-01-07 17:40:48.217,4.3075,0.0540,5,4.3615,0.6384999999999996,5_0.1_k8s_k8s
47,2023-01-07 17:40:43.837834,2023-01-07 17:40:48.863,11.964,0.0889,5,12.052900000000001,-7.052900000000001,5_0.1_k8s_k8s
48,2023-01-07 17:40:44.832712,2023-01-07 17:40:50.286,5.3278,0.4432,5,5.771,-0.7709999999999999,5_0.1_k8s_k8s
49,2023-01-07 17:40:46.453582,2023-01-07 17:40:52.740,5.1769,0.0505,6,5.2274,0.7725999999999997,5_0.1_k8s_k8s
50,2023-01-07 17:40:46.955105,2023-01-07 17:40:53.598,6.5753,0.0440,6,6.6193,-0.6193,5_0.1_k8s_k8s
51,2023-01-07 17:40:47.476755,2023-01-07 17:40:54.396,7.8733,0.0396,6,7.9129000000000005,-1.9129000000000005,5_0.1_k8s_k8s
52,2023-01-07 17:40:49.398994,2023-01-07 17:40:54.771,5.2743,0.0728,5,5.3471,-0.3471000000000002,5_0.1_k8s_k8s
53,2023-01-07 17:40:50.690390,2023-01-07 17:40:57.766,6.9808,0.0520,7,7.0328,-0.03279999999999994,5_0.1_k8s_k8s
54,2023-01-07 17:40:51.088705,2023-01-07 17:40:57.771,6.6291,0.0545,6,6.6836,-0.6836000000000002,5_0.1_k8s_k8s
55,2023-01-07 17:40:52.437940,2023-01-07 17:40:58.880,6.3764,0.0450,6,6.4214,-0.4214000000000002,5_0.1_k8s_k8s
56,2023-01-07 17:40:53.735272,2023-01-07 17:40:59.079,4.6180,0.0487,5,4.6667000000000005,0.3332999999999995,5_0.1_k8s_k8s
57,2023-01-07 17:40:54.397288,2023-01-07 17:40:59.370,4.6882,0.0454,4,4.7336,-0.7336,5_0.1_k8s_k8s
58,2023-01-07 17:40:54.608609,2023-01-07 17:41:01.987,5.4167,0.0730,7,5.4897,1.5103,5_0.1_k8s_k8s
59,2023-01-07 17:40:56.474469,2023-01-07 17:41:02.221,8.4277,0.0409,5,8.4686,-3.4686000000000003,5_0.1_k8s_k8s
60,2023-01-07 17:40:57.639469,2023-01-07 17:41:03.904,4.3682,0.0480,6,4.4162,1.5838,5_0.1_k8s_k8s
61,2023-01-07 17:40:58.900846,2023-01-07 17:41:04.437,5.4603,0.0408,5,5.5011,-0.5011000000000001,5_0.1_k8s_k8s
62,2023-01-07 17:40:59.466762,2023-01-07 17:41:04.628,6.8952,0.0561,5,6.9513,-1.9512999999999998,5_0.1_k8s_k8s
63,2023-01-07 17:40:59.741351,2023-01-07 17:41:07.586,7.1506,0.7903,7,7.9409,-0.9409000000000001,5_0.1_k8s_k8s
64,2023-01-07 17:41:03.194437,2023-01-07 17:41:08.392,5.0232,0.0491,5,5.0723,-0.07230000000000025,5_0.1_k8s_k8s
65,2023-01-07 17:41:03.297607,2023-01-07 17:41:09.956,6.7033,0.0391,6,6.7424,-0.7424,5_0.1_k8s_k8s
66,2023-01-07 17:41:04.606462,2023-01-07 17:41:11.980,6.8900,0.0455,7,6.935499999999999,0.06450000000000067,5_0.1_k8s_k8s
67,2023-01-07 17:41:05.030931,2023-01-07 17:41:13.106,8.4700,0.0527,8,8.5227,-0.5227000000000004,5_0.1_k8s_k8s
68,2023-01-07 17:41:05.254585,2023-01-07 17:41:13.224,7.9127,0.0412,7,7.9539,-0.9539,5_0.1_k8s_k8s
69,2023-01-07 17:41:06.274615,2023-01-07 17:41:13.460,5.1343,0.0358,7,5.1701,1.8299000000000003,5_0.1_k8s_k8s
70,2023-01-07 17:41:06.760615,2023-01-07 17:41:15.447,9.0792,0.0481,8,9.1273,-1.1273,5_0.1_k8s_k8s
71,2023-01-07 17:41:08.254530,2023-01-07 17:41:15.487,8.6554,0.0460,7,8.7014,-1.7013999999999996,5_0.1_k8s_k8s
72,2023-01-07 17:41:10.021033,2023-01-07 17:41:16.130,6.0573,0.0492,6,6.1065,-0.1064999999999996,5_0.1_k8s_k8s
73,2023-01-07 17:41:10.133545,2023-01-07 17:41:16.611,6.4208,0.0624,6,6.4832,-0.4832000000000001,5_0.1_k8s_k8s
74,2023-01-07 17:41:11.611803,2023-01-07 17:41:19.182,7.5022,0.0375,7,7.5397,-0.5396999999999998,5_0.1_k8s_k8s
75,2023-01-07 17:41:13.598150,2023-01-07 17:41:19.513,4.5093,0.0409,5,4.550199999999999,0.44980000000000064,5_0.1_k8s_k8s
76,2023-01-07 17:41:13.866454,2023-01-07 17:41:21.180,7.5145,0.0451,7,7.5596,-0.5595999999999997,5_0.1_k8s_k8s
77,2023-01-07 17:41:14.883525,2023-01-07 17:41:21.248,7.2972,0.0415,6,7.3387,-1.3387000000000002,5_0.1_k8s_k8s
