,intime,outtime,aeneas,tocloud,TPT,FET,Waiting time,scenario
0,2022-12-06 07:50:16.271850,2022-12-06 07:50:20.666,4.1340,0.0357,4,4.169700000000001,-0.16970000000000063,10_5_k8s_hpa_only
1,2022-12-06 07:50:16.294289,2022-12-06 07:50:24.945,4.1186,0.0389,8,4.1575,3.8425000000000002,10_5_k8s_hpa_only
2,2022-12-06 07:50:16.297758,2022-12-06 07:50:30.223,4.2244,0.0371,13,4.2615,8.7385,10_5_k8s_hpa_only
3,2022-12-06 07:50:16.301263,2022-12-06 07:50:35.127,4.1662,0.0328,18,4.199,13.801,10_5_k8s_hpa_only
4,2022-12-06 07:50:16.304768,2022-12-06 07:50:40.923,4.1697,0.0371,24,4.206799999999999,19.7932,10_5_k8s_hpa_only
5,2022-12-06 07:50:16.308559,2022-12-06 07:50:46.840,4.1079,0.0375,30,4.1453999999999995,25.8546,10_5_k8s_hpa_only
6,2022-12-06 07:50:16.312294,2022-12-06 07:50:52.226,4.1150,0.0367,35,4.1517,30.848300000000002,10_5_k8s_hpa_only
7,2022-12-06 07:50:16.316046,2022-12-06 07:50:56.854,4.1277,0.0441,40,4.1718,35.8282,10_5_k8s_hpa_only
8,2022-12-06 07:50:16.319584,2022-12-06 07:51:01.170,4.1603,0.0417,44,4.202,39.798,10_5_k8s_hpa_only
9,2022-12-06 07:50:16.323263,2022-12-06 07:51:05.590,4.2182,0.0442,49,4.2624,44.7376,10_5_k8s_hpa_only
