,intime,outtime,aeneas,tocloud,TPT,FET,Waiting time,scenario
14,2023-01-07 17:49:11.893230,2023-01-07 17:49:27.730,6.6723,0.0627,15,6.735,8.265,10_0.1_k8s_k8s
15,2023-01-07 17:49:13.458228,2023-01-07 17:49:27.867,18.380,0.0647,14,18.444699999999997,-4.444699999999997,10_0.1_k8s_k8s
16,2023-01-07 17:49:13.583868,2023-01-07 17:49:28.815,7.0934,0.0479,15,7.1413,7.8587,10_0.1_k8s_k8s
17,2023-01-07 17:49:13.997540,2023-01-07 17:49:32.897,6.3768,0.0584,18,6.4352,11.5648,10_0.1_k8s_k8s
18,2023-01-07 17:49:17.696566,2023-01-07 17:49:34.710,11.012,0.0622,17,11.074200000000001,5.925799999999999,10_0.1_k8s_k8s
19,2023-01-07 17:49:18.101325,2023-01-07 17:49:35.101,9.2389,0.3635,16,9.6024,6.397600000000001,10_0.1_k8s_k8s
20,2023-01-07 17:49:18.495033,2023-01-07 17:49:39.791,5.4954,0.0435,21,5.5389,15.4611,10_0.1_k8s_k8s
21,2023-01-07 17:49:19.814712,2023-01-07 17:49:40.694,4.8576,0.0612,20,4.9188,15.081199999999999,10_0.1_k8s_k8s
22,2023-01-07 17:49:20.434355,2023-01-07 17:49:41.135,27.561,0.1650,20,27.726,-7.725999999999999,10_0.1_k8s_k8s
23,2023-01-07 17:49:20.447689,2023-01-07 17:49:41.989,29.156,0.9748,21,30.130799999999997,-9.130799999999997,10_0.1_k8s_k8s
25,2023-01-07 17:49:20.990451,2023-01-07 17:49:42.269,30.226,0.9205,21,31.1465,-10.1465,10_0.1_k8s_k8s
24,2023-01-07 17:49:20.665222,2023-01-07 17:49:42.274,27.876,0.9418,21,28.817800000000002,-7.817800000000002,10_0.1_k8s_k8s
26,2023-01-07 17:49:21.641946,2023-01-07 17:49:42.925,8.0470,0.0628,21,8.1098,12.8902,10_0.1_k8s_k8s
27,2023-01-07 17:49:23.382792,2023-01-07 17:49:44.826,12.826,0.4401,21,13.2661,7.7339,10_0.1_k8s_k8s
28,2023-01-07 17:49:23.692624,2023-01-07 17:49:44.874,13.273,0.0866,21,13.3596,7.6404,10_0.1_k8s_k8s
29,2023-01-07 17:49:25.771840,2023-01-07 17:49:44.879,11.359,0.0951,19,11.4541,7.5459,10_0.1_k8s_k8s
30,2023-01-07 17:49:26.462174,2023-01-07 17:49:46.175,7.4699,0.1904,19,7.6603,11.3397,10_0.1_k8s_k8s
31,2023-01-07 17:49:29.168302,2023-01-07 17:49:47.646,5.2842,0.1091,18,5.3933,12.6067,10_0.1_k8s_k8s
32,2023-01-07 17:49:30.450002,2023-01-07 17:49:47.729,5.1028,0.0618,17,5.1646,11.8354,10_0.1_k8s_k8s
33,2023-01-07 17:49:31.046389,2023-01-07 17:49:47.812,9.3512,0.0336,16,9.3848,6.6152,10_0.1_k8s_k8s
35,2023-01-07 17:49:31.752680,2023-01-07 17:49:52.470,12.748,0.0780,20,12.825999999999999,7.174000000000001,10_0.1_k8s_k8s
34,2023-01-07 17:49:31.491406,2023-01-07 17:49:52.473,5.5578,0.1335,20,5.6913,14.3087,10_0.1_k8s_k8s
37,2023-01-07 17:49:33.406657,2023-01-07 17:49:52.633,12.105,0.0809,19,12.1859,6.8141,10_0.1_k8s_k8s
36,2023-01-07 17:49:32.716406,2023-01-07 17:49:52.640,12.678,0.0959,19,12.773900000000001,6.226099999999999,10_0.1_k8s_k8s
38,2023-01-07 17:49:34.230947,2023-01-07 17:49:53.108,5.0343,0.0579,18,5.0922,12.9078,10_0.1_k8s_k8s
39,2023-01-07 17:49:34.766373,2023-01-07 17:49:53.174,7.1013,0.0415,18,7.1428,10.857199999999999,10_0.1_k8s_k8s
40,2023-01-07 17:49:35.678731,2023-01-07 17:49:53.692,4.9802,0.0462,18,5.0264,12.973600000000001,10_0.1_k8s_k8s
41,2023-01-07 17:49:36.026907,2023-01-07 17:49:56.616,7.7706,0.0523,20,7.8229,12.1771,10_0.1_k8s_k8s
44,2023-01-07 17:49:39.598876,2023-01-07 17:49:58.062,39.377,0.1575,18,39.5345,-21.5345,10_0.1_k8s_k8s
45,2023-01-07 17:49:39.889648,2023-01-07 17:49:58.088,40.183,0.1894,18,40.3724,-22.3724,10_0.1_k8s_k8s
42,2023-01-07 17:49:38.403970,2023-01-07 17:49:58.162,43.898,0.8663,19,44.764300000000006,-25.764300000000006,10_0.1_k8s_k8s
43,2023-01-07 17:49:38.500696,2023-01-07 17:49:58.163,39.850,0.9323,19,40.7823,-21.7823,10_0.1_k8s_k8s
46,2023-01-07 17:49:40.450562,2023-01-07 17:49:58.174,6.7803,0.7117,17,7.492000000000001,9.508,10_0.1_k8s_k8s
47,2023-01-07 17:49:42.298905,2023-01-07 17:49:59.617,4.9618,0.0675,17,5.0293,11.9707,10_0.1_k8s_k8s
48,2023-01-07 17:49:42.556893,2023-01-07 17:50:00.074,5.0811,0.0462,17,5.1273,11.8727,10_0.1_k8s_k8s
49,2023-01-07 17:49:44.664854,2023-01-07 17:50:00.261,11.195,0.0468,15,11.2418,3.7582000000000004,10_0.1_k8s_k8s
50,2023-01-07 17:49:45.399389,2023-01-07 17:50:01.940,15.914,0.2117,16,16.1257,-0.12569999999999837,10_0.1_k8s_k8s
51,2023-01-07 17:49:45.976908,2023-01-07 17:50:02.895,7.4255,0.0667,16,7.4922,8.5078,10_0.1_k8s_k8s
52,2023-01-07 17:49:46.608313,2023-01-07 17:50:04.208,16.531,0.0816,17,16.6126,0.3873999999999995,10_0.1_k8s_k8s
53,2023-01-07 17:49:46.787392,2023-01-07 17:50:04.239,4.9390,0.0556,17,4.9946,12.0054,10_0.1_k8s_k8s
54,2023-01-07 17:49:47.623661,2023-01-07 17:50:05.563,4.9515,0.3035,17,5.255,11.745000000000001,10_0.1_k8s_k8s
55,2023-01-07 17:49:48.006209,2023-01-07 17:50:07.868,18.460,2.7253,19,21.1853,-2.1853000000000016,10_0.1_k8s_k8s
57,2023-01-07 17:49:48.662113,2023-01-07 17:50:08.634,6.0595,0.6693,19,6.7288,12.2712,10_0.1_k8s_k8s
58,2023-01-07 17:49:48.729197,2023-01-07 17:50:08.646,13.803,0.6108,19,14.4138,4.5862,10_0.1_k8s_k8s
56,2023-01-07 17:49:48.450036,2023-01-07 17:50:08.649,13.230,0.6883,20,13.9183,6.0817,10_0.1_k8s_k8s
59,2023-01-07 17:49:50.450449,2023-01-07 17:50:08.763,39.237,0.7723,18,40.0093,-22.009300000000003,10_0.1_k8s_k8s
60,2023-01-07 17:49:51.262794,2023-01-07 17:50:09.016,8.2144,0.7914,17,9.005799999999999,7.994200000000001,10_0.1_k8s_k8s
61,2023-01-07 17:49:53.374204,2023-01-07 17:50:09.031,16.034,0.8392,15,16.873199999999997,-1.873199999999997,10_0.1_k8s_k8s
62,2023-01-07 17:49:54.560157,2023-01-07 17:50:12.887,6.5585,0.1001,18,6.658600000000001,11.3414,10_0.1_k8s_k8s
63,2023-01-07 17:49:54.568703,2023-01-07 17:50:12.996,11.161,0.0855,18,11.2465,6.753500000000001,10_0.1_k8s_k8s
64,2023-01-07 17:49:54.913937,2023-01-07 17:50:14.275,9.7018,0.1137,19,9.8155,9.1845,10_0.1_k8s_k8s
65,2023-01-07 17:49:55.078792,2023-01-07 17:50:14.294,19.836,0.1147,19,19.950699999999998,-0.9506999999999977,10_0.1_k8s_k8s
66,2023-01-07 17:49:55.177492,2023-01-07 17:50:15.228,12.490,0.4965,20,12.9865,7.0135000000000005,10_0.1_k8s_k8s
67,2023-01-07 17:49:55.396551,2023-01-07 17:50:17.356,12.932,1.0951,21,14.0271,6.972899999999999,10_0.1_k8s_k8s
70,2023-01-07 17:49:58.710608,2023-01-07 17:50:17.427,56.274,1.3045,18,57.5785,-39.5785,10_0.1_k8s_k8s
68,2023-01-07 17:49:56.633163,2023-01-07 17:50:17.452,53.402,1.1246,20,54.5266,-34.5266,10_0.1_k8s_k8s
69,2023-01-07 17:49:57.990115,2023-01-07 17:50:17.543,6.4819,1.2582,19,7.7401,11.2599,10_0.1_k8s_k8s
74,2023-01-07 17:50:01.654764,2023-01-07 17:50:19.016,11.665,0.9691,17,12.634099999999998,4.365900000000002,10_0.1_k8s_k8s
72,2023-01-07 17:50:00.452262,2023-01-07 17:50:19.517,20.043,1.1560,19,21.198999999999998,-2.198999999999998,10_0.1_k8s_k8s
71,2023-01-07 17:50:00.278567,2023-01-07 17:50:19.582,10.317,1.1296,19,11.4466,7.5534,10_0.1_k8s_k8s
75,2023-01-07 17:50:02.174412,2023-01-07 17:50:19.606,17.008,1.3242,17,18.3322,-1.3322000000000003,10_0.1_k8s_k8s
73,2023-01-07 17:50:00.690914,2023-01-07 17:50:19.616,20.761,1.1192,18,21.8802,-3.8801999999999985,10_0.1_k8s_k8s
76,2023-01-07 17:50:02.322790,2023-01-07 17:50:19.751,15.921,1.2181,17,17.1391,-0.1390999999999991,10_0.1_k8s_k8s
77,2023-01-07 17:50:02.565024,2023-01-07 17:50:19.846,59.621,0.2606,17,59.8816,-42.8816,10_0.1_k8s_k8s
79,2023-01-07 17:50:03.268205,2023-01-07 17:50:19.856,12.476,0.1073,16,12.583300000000001,3.4166999999999987,10_0.1_k8s_k8s
80,2023-01-07 17:50:03.412294,2023-01-07 17:50:19.862,5.8435,0.3361,16,6.1796,9.8204,10_0.1_k8s_k8s
78,2023-01-07 17:50:02.649900,2023-01-07 17:50:19.898,5.6267,0.3258,17,5.9525,11.0475,10_0.1_k8s_k8s
81,2023-01-07 17:50:04.647189,2023-01-07 17:50:19.935,15.891,1.5415,15,17.4325,-2.432500000000001,10_0.1_k8s_k8s
82,2023-01-07 17:50:04.761116,2023-01-07 17:50:23.723,16.276,0.0961,18,16.3721,1.6279000000000003,10_0.1_k8s_k8s
83,2023-01-07 17:50:05.133239,2023-01-07 17:50:23.723,14.627,0.0882,18,14.715200000000001,3.284799999999999,10_0.1_k8s_k8s
84,2023-01-07 17:50:06.166859,2023-01-07 17:50:23.743,12.892,0.0647,17,12.9567,4.0433,10_0.1_k8s_k8s
85,2023-01-07 17:50:06.307491,2023-01-07 17:50:24.001,6.7720,0.0411,17,6.8131,10.1869,10_0.1_k8s_k8s
86,2023-01-07 17:50:06.879151,2023-01-07 17:50:24.096,12.936,0.0415,17,12.9775,4.022500000000001,10_0.1_k8s_k8s
87,2023-01-07 17:50:06.940551,2023-01-07 17:50:24.150,9.0308,0.0680,17,9.098799999999999,7.901200000000001,10_0.1_k8s_k8s
88,2023-01-07 17:50:07.486354,2023-01-07 17:50:24.155,13.056,0.0717,16,13.127699999999999,2.872300000000001,10_0.1_k8s_k8s
89,2023-01-07 17:50:08.413470,2023-01-07 17:50:24.192,12.561,0.0644,15,12.625399999999999,2.374600000000001,10_0.1_k8s_k8s
90,2023-01-07 17:50:08.739000,2023-01-07 17:50:24.254,11.555,0.0345,15,11.5895,3.4105000000000008,10_0.1_k8s_k8s
91,2023-01-07 17:50:09.115735,2023-01-07 17:50:25.085,54.984,0.0551,15,55.039100000000005,-40.039100000000005,10_0.1_k8s_k8s
92,2023-01-07 17:50:10.424891,2023-01-07 17:50:26.534,9.7444,0.0397,16,9.7841,6.2158999999999995,10_0.1_k8s_k8s
93,2023-01-07 17:50:10.453028,2023-01-07 17:50:27.569,12.000,0.0363,17,12.0363,4.963699999999999,10_0.1_k8s_k8s
94,2023-01-07 17:50:10.735609,2023-01-07 17:50:29.550,58.466,0.0625,18,58.5285,-40.5285,10_0.1_k8s_k8s
95,2023-01-07 17:50:10.977358,2023-01-07 17:50:29.843,57.041,0.0407,18,57.0817,-39.0817,10_0.1_k8s_k8s
96,2023-01-07 17:50:11.412451,2023-01-07 17:50:30.201,54.093,0.0871,18,54.1801,-36.1801,10_0.1_k8s_k8s
97,2023-01-07 17:50:13.317796,2023-01-07 17:50:30.618,11.293,0.0834,17,11.376399999999999,5.6236000000000015,10_0.1_k8s_k8s
98,2023-01-07 17:50:13.369475,2023-01-07 17:50:30.650,17.103,0.1067,17,17.2097,-0.20970000000000155,10_0.1_k8s_k8s
99,2023-01-07 17:50:13.420775,2023-01-07 17:50:34.475,19.511,0.0713,21,19.5823,1.4177,10_0.1_k8s_k8s
100,2023-01-07 17:50:14.133844,2023-01-07 17:50:34.642,17.215,0.0735,20,17.2885,2.711500000000001,10_0.1_k8s_k8s
101,2023-01-07 17:50:14.883343,2023-01-07 17:50:42.609,57.862,0.0423,27,57.9043,-30.9043,10_0.1_k8s_k8s
102,2023-01-07 17:50:14.988616,2023-01-07 17:50:43.063,40.658,0.0567,28,40.7147,-12.7147,10_0.1_k8s_k8s
103,2023-01-07 17:50:15.368707,2023-01-07 17:50:43.075,57.646,0.0429,27,57.688900000000004,-30.688900000000004,10_0.1_k8s_k8s
104,2023-01-07 17:50:16.567907,2023-01-07 17:50:43.315,46.634,0.0827,26,46.7167,-20.716700000000003,10_0.1_k8s_k8s
105,2023-01-07 17:50:16.956011,2023-01-07 17:50:55.489,50.306,0.0395,38,50.345499999999994,-12.345499999999994,10_0.1_k8s_k8s
106,2023-01-07 17:50:17.080029,2023-01-07 17:50:56.088,47.300,0.0453,39,47.345299999999995,-8.345299999999995,10_0.1_k8s_k8s
107,2023-01-07 17:50:17.123249,2023-01-07 17:50:56.146,49.721,0.0629,39,49.783899999999996,-10.783899999999996,10_0.1_k8s_k8s
108,2023-01-07 17:50:18.985071,2023-01-07 17:50:56.155,38.688,0.0666,37,38.7546,-1.7546000000000035,10_0.1_k8s_k8s
109,2023-01-07 17:50:19.059942,2023-01-07 17:51:05.843,46.049,0.0625,46,46.1115,-0.11149999999999949,10_0.1_k8s_k8s
110,2023-01-07 17:50:19.552946,2023-01-07 17:51:05.843,46.692,0.0602,46,46.7522,-0.752200000000002,10_0.1_k8s_k8s
111,2023-01-07 17:50:19.682242,2023-01-07 17:51:05.982,46.338,0.0363,46,46.3743,-0.3742999999999981,10_0.1_k8s_k8s
