,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
2,3,2022-08-31 14:57:32.336,2022-08-31 14:57:37.845,4.709,0.0409,5,4.749899999999999,0.25010000000000066
1,2,2022-08-31 14:57:32.322,2022-08-31 14:57:43.298,4.683,0.0409,10,4.7238999999999995,5.2761000000000005
0,1,2022-08-31 14:57:32.316,2022-08-31 14:57:48.069,4.552,0.0430,15,4.595,10.405000000000001
