,intime,outtime,aeneas,tocloud,TPT,FET,Waiting time,scenario
0,2023-01-06 12:59:27.382056,2023-01-06 12:59:33.765,9.1278,0.0370,6,9.164800000000001,-3.1648000000000014,1_0.1_k8s_k8s
1,2023-01-06 12:59:28.136701,2023-01-06 12:59:38.131,9.9480,0.0363,9,9.984300000000001,-0.9843000000000011,1_0.1_k8s_k8s
2,2023-01-06 12:59:28.874620,2023-01-06 12:59:42.730,4.3823,0.0428,13,4.4251,8.5749,1_0.1_k8s_k8s
3,2023-01-06 12:59:38.293092,2023-01-06 12:59:51.755,4.3547,0.0573,13,4.412,8.588000000000001,1_0.1_k8s_k8s
4,2023-01-06 12:59:47.345872,2023-01-06 12:59:58.699,7.4955,0.0477,11,7.5432,3.4568000000000003,1_0.1_k8s_k8s
5,2023-01-06 12:59:51.142342,2023-01-06 12:59:58.710,6.9623,0.0474,7,7.0097,-0.009699999999999598,1_0.1_k8s_k8s
6,2023-01-06 12:59:51.688543,2023-01-06 13:00:03.745,10.006,0.0460,12,10.052,1.9480000000000004,1_0.1_k8s_k8s
7,2023-01-06 12:59:53.280460,2023-01-06 13:00:07.351,8.3246,0.0454,14,8.370000000000001,5.629999999999999,1_0.1_k8s_k8s
8,2023-01-06 12:59:58.975589,2023-01-06 13:00:10.790,7.4416,0.0477,11,7.4893,3.5107,1_0.1_k8s_k8s
9,2023-01-06 13:00:06.919812,2023-01-06 13:00:13.836,6.8619,0.0520,6,6.9139,-0.9138999999999999,1_0.1_k8s_k8s
10,2023-01-06 13:00:12.041084,2023-01-06 13:00:16.234,4.1460,0.0409,4,4.1869,-0.18689999999999962,1_0.1_k8s_k8s
11,2023-01-06 13:00:14.219825,2023-01-06 13:00:20.081,5.8150,0.0366,5,5.8516,-0.8516000000000004,1_0.1_k8s_k8s
12,2023-01-06 13:00:19.427988,2023-01-06 13:00:23.611,4.1401,0.0352,4,4.1753,-0.1753,1_0.1_k8s_k8s
13,2023-01-06 13:00:20.213057,2023-01-06 13:00:25.590,5.3332,0.0582,5,5.3914,-0.39139999999999997,1_0.1_k8s_k8s
14,2023-01-06 13:00:22.066212,2023-01-06 13:00:28.868,6.7588,0.0471,6,6.8059,-0.8059000000000003,1_0.1_k8s_k8s
15,2023-01-06 13:00:22.590274,2023-01-06 13:00:31.236,8.5930,0.0389,8,8.6319,-0.6318999999999999,1_0.1_k8s_k8s
16,2023-01-06 13:00:28.704252,2023-01-06 13:00:32.932,4.1740,0.0392,4,4.2132000000000005,-0.2132000000000005,1_0.1_k8s_k8s
17,2023-01-06 13:00:35.924431,2023-01-06 13:00:40.162,4.1922,0.0405,4,4.2326999999999995,-0.23269999999999946,1_0.1_k8s_k8s
18,2023-01-06 13:00:39.662746,2023-01-06 13:00:43.864,4.1489,0.0426,4,4.1915000000000004,-0.19150000000000045,1_0.1_k8s_k8s
19,2023-01-06 13:00:48.607776,2023-01-06 13:00:52.788,4.1201,0.0436,4,4.1636999999999995,-0.1636999999999995,1_0.1_k8s_k8s
20,2023-01-06 13:00:56.700339,2023-01-06 13:01:00.960,4.2131,0.0411,4,4.2542,-0.2542,1_0.1_k8s_k8s
21,2023-01-06 13:01:06.024505,2023-01-06 13:01:10.327,4.2511,0.0445,4,4.2956,-0.2956000000000003,1_0.1_k8s_k8s
