,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
0,1,2022-09-02 07:30:03.647,2022-09-02 07:30:08.915, 4.93,0.0393,5,4.9693,0.030700000000000394
1,2,2022-09-02 07:30:03.653,2022-09-02 07:30:09.346, 4.94,0.0366,5,4.9766,0.023399999999999643
2,3,2022-09-02 07:30:03.660,2022-09-02 07:30:09.903, 5.19,0.0350,6,5.2250000000000005,0.7749999999999995
3,4,2022-09-02 07:30:03.666,2022-09-02 07:30:14.031, 5.03,0.0398,10,5.0698,4.9302
4,5,2022-09-02 07:30:03.672,2022-09-02 07:30:14.426, 5.00,0.0337,10,5.0337,4.9663
5,6,2022-09-02 07:30:03.682,2022-09-02 07:30:15.131, 5.17,0.0373,11,5.2073,5.7927
6,7,2022-09-02 07:30:03.688,2022-09-02 07:30:19.177, 5.07,0.0462,15,5.1162,9.8838
7,8,2022-09-02 07:30:03.704,2022-09-02 07:30:19.890, 5.08,0.0399,16,5.1199,10.880099999999999
8,9,2022-09-02 07:30:03.711,2022-09-02 07:30:20.318, 5.11,0.0378,16,5.1478,10.8522
9,10,2022-09-02 07:30:03.721,2022-09-02 07:30:24.327, 5.08,0.0352,20,5.1152,14.8848
10,11,2022-09-02 07:30:03.727,2022-09-02 07:30:25.400, 4.89,0.0417,21,4.931699999999999,16.0683
11,12,2022-09-02 07:30:03.735,2022-09-02 07:30:25.694, 5.15,0.0394,21,5.1894,15.8106
12,13,2022-09-02 07:30:03.747,2022-09-02 07:30:29.486, 5.07,0.0419,25,5.1119,19.8881
13,14,2022-09-02 07:30:03.756,2022-09-02 07:30:30.693, 5.22,0.0432,26,5.263199999999999,20.736800000000002
14,15,2022-09-02 07:30:03.765,2022-09-02 07:30:30.734, 4.94,0.0372,26,4.977200000000001,21.0228
15,16,2022-09-02 07:30:03.772,2022-09-02 07:30:35.490, 5.37,0.0395,31,5.4095,25.5905
16,17,2022-09-02 07:30:03.780,2022-09-02 07:30:36.002, 5.19,0.0456,32,5.235600000000001,26.7644
17,18,2022-09-02 07:30:03.790,2022-09-02 07:30:36.239, 5.48,0.0416,32,5.5216,26.4784
18,19,2022-09-02 07:30:03.798,2022-09-02 07:30:40.751, 5.19,0.0422,36,5.232200000000001,30.7678
19,20,2022-09-02 07:30:03.806,2022-09-02 07:30:41.331, 5.02,0.0445,37,5.0645,31.9355
20,21,2022-09-02 07:30:03.813,2022-09-02 07:30:41.374, 5.28,0.0411,37,5.3211,31.6789
21,22,2022-09-02 07:30:03.820,2022-09-02 07:30:46.530, 5.03,0.0426,42,5.0726,36.9274
22,23,2022-09-02 07:30:03.827,2022-09-02 07:30:46.968, 5.41,0.0426,43,5.4526,37.547399999999996
23,24,2022-09-02 07:30:03.836,2022-09-02 07:30:47.049, 5.42,0.0413,43,5.4613,37.5387
24,25,2022-09-02 07:30:03.851,2022-09-02 07:30:51.735, 5.12,0.0404,47,5.1604,41.8396
25,26,2022-09-02 07:30:03.863,2022-09-02 07:30:52.474, 5.10,0.0453,48,5.1453,42.8547
26,27,2022-09-02 07:30:03.868,2022-09-02 07:30:52.595, 5.23,0.0339,48,5.2639000000000005,42.7361
27,28,2022-09-02 07:30:03.879,2022-09-02 07:30:56.857, 5.06,0.0356,52,5.095599999999999,46.9044
28,29,2022-09-02 07:30:03.891,2022-09-02 07:30:57.796, 5.25,0.0363,53,5.2863,47.7137
29,30,2022-09-02 07:30:03.899,2022-09-02 07:30:57.866, 5.20,0.0333,53,5.2333,47.7667
