,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
0,1,2022-09-02 07:57:34.386,2022-09-02 07:57:40.546, 5.26,0.0371,6,5.2970999999999995,0.7029000000000005
1,2,2022-09-02 07:57:34.392,2022-09-02 07:57:40.682, 5.41,0.0519,6,5.4619,0.5381
2,3,2022-09-02 07:57:34.401,2022-09-02 07:57:41.037, 5.34,0.0344,6,5.3744,0.6256000000000004
3,4,2022-09-02 07:57:34.410,2022-09-02 07:57:45.860, 5.10,0.0367,11,5.136699999999999,5.863300000000001
4,5,2022-09-02 07:57:34.418,2022-09-02 07:57:45.926, 5.27,0.0323,11,5.3023,5.6977
5,6,2022-09-02 07:57:34.426,2022-09-02 07:57:46.206, 5.09,0.0354,11,5.1254,5.8746
6,7,2022-09-02 07:57:34.435,2022-09-02 07:57:50.859, 4.93,0.0375,16,4.967499999999999,11.0325
7,8,2022-09-02 07:57:34.443,2022-09-02 07:57:51.811, 5.23,0.0388,17,5.268800000000001,11.7312
8,9,2022-09-02 07:57:34.452,2022-09-02 07:57:51.850, 5.26,0.0311,17,5.2911,11.7089
9,10,2022-09-02 07:57:34.458,2022-09-02 07:57:56.641, 5.22,0.0387,22,5.2587,16.7413
10,11,2022-09-02 07:57:34.470,2022-09-02 07:57:57.466, 5.31,0.0420,22,5.351999999999999,16.648
11,12,2022-09-02 07:57:34.476,2022-09-02 07:57:57.604, 5.48,0.0349,23,5.514900000000001,17.4851
12,13,2022-09-02 07:57:34.485,2022-09-02 07:58:01.767, 5.05,0.0436,27,5.0935999999999995,21.9064
13,14,2022-09-02 07:57:34.495,2022-09-02 07:58:02.784, 5.26,0.0393,28,5.2993,22.7007
14,15,2022-09-02 07:57:34.505,2022-09-02 07:58:02.990, 5.21,0.0367,28,5.2467,22.7533
15,16,2022-09-02 07:57:34.513,2022-09-02 07:58:07.082, 5.24,0.0413,32,5.2813,26.7187
16,17,2022-09-02 07:57:34.521,2022-09-02 07:58:08.537, 5.35,1.3576,34,6.707599999999999,27.2924
17,18,2022-09-02 07:57:34.529,2022-09-02 07:58:09.699, 5.46,0.0357,35,5.4957,29.5043
18,19,2022-09-02 07:57:34.537,2022-09-02 07:58:12.067, 4.92,0.0395,37,4.9595,32.0405
19,20,2022-09-02 07:57:34.546,2022-09-02 07:58:14.567, 5.07,0.1623,40,5.2323,34.7677
20,21,2022-09-02 07:57:34.554,2022-09-02 07:58:14.738, 5.11,0.0444,40,5.154400000000001,34.8456
21,22,2022-09-02 07:57:34.562,2022-09-02 07:58:17.561, 5.07,0.0460,42,5.1160000000000005,36.884
22,23,2022-09-02 07:57:34.573,2022-09-02 07:58:19.718, 5.03,0.0399,45,5.0699000000000005,39.930099999999996
23,24,2022-09-02 07:57:34.579,2022-09-02 07:58:19.917, 5.29,0.0397,45,5.3297,39.6703
24,25,2022-09-02 07:57:34.587,2022-09-02 07:58:22.910, 5.28,0.0401,48,5.3201,42.6799
25,26,2022-09-02 07:57:34.592,2022-09-02 07:58:25.190, 5.18,0.0416,50,5.2216,44.7784
26,27,2022-09-02 07:57:34.599,2022-09-02 07:58:25.257, 5.49,0.0342,50,5.5242,44.4758
27,28,2022-09-02 07:57:34.609,2022-09-02 07:58:28.587, 5.07,0.0405,53,5.1105,47.8895
28,29,2022-09-02 07:57:34.620,2022-09-02 07:58:30.320, 5.04,0.0431,55,5.0831,49.9169
29,30,2022-09-02 07:57:34.636,2022-09-02 07:58:31.059, 5.13,0.0412,56,5.1712,50.8288
30,31,2022-09-02 07:57:34.642,2022-09-02 07:58:34.119, 5.44,0.0428,59,5.4828,53.5172
31,32,2022-09-02 07:57:34.649,2022-09-02 07:58:35.757, 5.37,0.0464,61,5.4164,55.5836
32,33,2022-09-02 07:57:34.658,2022-09-02 07:58:36.139, 4.99,0.0375,61,5.0275,55.9725
33,34,2022-09-02 07:57:34.667,2022-09-02 07:58:39.504, 5.32,0.0400,64,5.36,58.64
34,35,2022-09-02 07:57:34.676,2022-09-02 07:58:41.144, 5.19,0.0423,66,5.2323,60.7677
