,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
0,1,2022-09-01 12:52:04.525,2022-09-01 12:52:09.952,4.519,0.0376,5,4.5566,0.4433999999999996
1,2,2022-09-01 12:52:04.531,2022-09-01 12:52:14.838,4.543,0.0364,10,4.579400000000001,5.420599999999999
2,3,2022-09-01 12:52:04.542,2022-09-01 12:52:19.471,4.568,0.0413,14,4.609299999999999,9.3907
3,4,2022-09-01 12:52:04.554,2022-09-01 12:52:24.237,4.708,0.0409,19,4.7489,14.251100000000001
4,5,2022-09-01 12:52:04.562,2022-09-01 12:52:28.984,4.559,0.0392,24,4.5982,19.4018
5,6,2022-09-01 12:52:04.567,2022-09-01 12:52:34.061,4.543,0.0356,29,4.5786,24.4214
6,7,2022-09-01 12:52:04.575,2022-09-01 12:52:38.755,4.639,0.0397,34,4.6787,29.3213
7,8,2022-09-01 12:52:04.584,2022-09-01 12:52:43.856,4.547,0.0378,39,4.5847999999999995,34.4152
8,9,2022-09-01 12:52:04.593,2022-09-01 12:52:48.481,4.554,0.0366,43,4.5906,38.4094
9,10,2022-09-01 12:52:04.602,2022-09-01 12:52:53.311,4.759,0.0380,48,4.797000000000001,43.203
10,11,2022-09-01 12:52:04.610,2022-09-01 12:52:58.450,4.536,0.0376,53,4.5736,48.4264
11,12,2022-09-01 12:52:04.625,2022-09-01 12:53:04.189,4.756,0.0362,59,4.7922,54.2078
12,13,2022-09-01 12:52:04.633,2022-09-01 12:53:09.081,4.749,0.0382,64,4.7871999999999995,59.2128
13,14,2022-09-01 12:52:04.644,2022-09-01 12:53:13.822,4.684,0.0373,69,4.7213,64.2787
14,15,2022-09-01 12:52:04.651,2022-09-01 12:53:18.425,4.542,0.0379,73,4.579899999999999,68.4201
15,16,2022-09-01 12:52:04.667,2022-09-01 12:53:23.370,4.668,0.0335,78,4.7015,73.2985
16,17,2022-09-01 12:52:04.673,2022-09-01 12:53:28.314,4.622,0.0406,83,4.6626,78.3374
17,18,2022-09-01 12:52:04.679,2022-09-01 12:53:33.225,4.825,0.0386,88,4.8636,83.1364
18,19,2022-09-01 12:52:04.692,2022-09-01 12:53:37.938,4.658,0.0386,93,4.6966,88.3034
19,20,2022-09-01 12:52:04.699,2022-09-01 12:53:42.554,4.550,0.0356,97,4.5855999999999995,92.4144
20,21,2022-09-01 12:52:04.708,2022-09-01 12:53:47.786,4.674,0.0524,103,4.7264,98.2736
21,22,2022-09-01 12:52:04.717,2022-09-01 12:53:52.851,4.563,0.0327,108,4.5957,103.4043
22,23,2022-09-01 12:52:04.725,2022-09-01 12:53:58.285,4.618,0.0366,113,4.6546,108.3454
23,24,2022-09-01 12:52:04.732,2022-09-01 12:54:03.804,4.793,0.0332,119,4.8262,114.1738
24,25,2022-09-01 12:52:04.739,2022-09-01 12:54:08.747,4.534,0.0395,124,4.5735,119.4265
25,26,2022-09-01 12:52:04.745,2022-09-01 12:54:13.717,4.690,0.0399,128,4.729900000000001,123.2701
26,27,2022-09-01 12:52:04.756,2022-09-01 12:54:19.243,4.538,0.0404,134,4.5784,129.4216
27,28,2022-09-01 12:52:04.764,2022-09-01 12:54:24.233,4.921,0.0431,139,4.9641,134.0359
28,29,2022-09-01 12:52:04.774,2022-09-01 12:54:29.907,4.575,0.0384,145,4.6134,140.3866
29,30,2022-09-01 12:52:04.781,2022-09-01 12:54:35.368,4.686,0.0299,150,4.7158999999999995,145.2841
