,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
0,1,2022-09-01 17:07:16.190,2022-09-01 17:07:22.029, 5.03,0.0358,5,5.0658,-0.0658000000000003
1,2,2022-09-01 17:07:16.195,2022-09-01 17:07:22.412, 5.18,0.0364,6,5.2164,0.7835999999999999
2,3,2022-09-01 17:07:16.202,2022-09-01 17:07:22.644, 5.29,0.0484,6,5.3384,0.6616
3,4,2022-09-01 17:07:16.208,2022-09-01 17:07:27.736, 5.16,0.0379,11,5.1979,5.8021
4,5,2022-09-01 17:07:16.215,2022-09-01 17:07:27.939, 5.37,0.0346,11,5.4046,5.5954
5,6,2022-09-01 17:07:16.222,2022-09-01 17:07:28.002, 5.28,0.0313,11,5.3113,5.6887
6,7,2022-09-01 17:07:16.230,2022-09-01 17:07:33.268, 5.13,0.0651,17,5.1951,11.8049
7,8,2022-09-01 17:07:16.240,2022-09-01 17:07:33.422, 5.34,0.0326,17,5.3726,11.6274
8,9,2022-09-01 17:07:16.247,2022-09-01 17:07:33.561, 5.46,0.0354,17,5.4954,11.5046
9,10,2022-09-01 17:07:16.257,2022-09-01 17:07:38.893, 4.90,0.0445,22,4.944500000000001,17.0555
10,11,2022-09-01 17:07:16.265,2022-09-01 17:07:38.959, 5.09,0.0345,22,5.1245,16.8755
11,12,2022-09-01 17:07:16.275,2022-09-01 17:07:39.096, 5.10,0.0413,22,5.141299999999999,16.8587
12,13,2022-09-01 17:07:16.284,2022-09-01 17:07:44.488, 5.20,0.0392,28,5.2392,22.7608
13,14,2022-09-01 17:07:16.292,2022-09-01 17:07:44.587, 5.31,0.0356,28,5.345599999999999,22.654400000000003
14,15,2022-09-01 17:07:16.299,2022-09-01 17:07:44.651, 5.35,0.0365,28,5.3865,22.613500000000002
