,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
0,1,2022-09-01 18:13:10.787,2022-09-01 18:13:16.869, 4.99,0.0419,6,5.0319,0.9680999999999997
1,2,2022-09-01 18:13:10.794,2022-09-01 18:13:17.113, 5.27,0.0363,6,5.306299999999999,0.6937000000000006
2,3,2022-09-01 18:13:10.801,2022-09-01 18:13:17.515, 4.96,0.0370,6,4.997,1.0030000000000001
3,4,2022-09-01 18:13:10.810,2022-09-01 18:13:21.999, 5.01,0.0468,11,5.0568,5.9432
4,5,2022-09-01 18:13:10.815,2022-09-01 18:13:22.329, 5.07,0.0355,11,5.1055,5.8945
5,6,2022-09-01 18:13:10.822,2022-09-01 18:13:22.752, 5.17,0.0392,11,5.2092,5.7908
6,7,2022-09-01 18:13:10.831,2022-09-01 18:13:27.220, 5.16,0.0353,16,5.1953000000000005,10.8047
7,8,2022-09-01 18:13:10.838,2022-09-01 18:13:27.738, 5.20,0.0327,16,5.2327,10.767299999999999
8,9,2022-09-01 18:13:10.844,2022-09-01 18:13:27.837, 4.94,0.0333,16,4.9733,11.0267
9,10,2022-09-01 18:13:10.856,2022-09-01 18:13:32.473, 5.19,0.0413,21,5.2313,15.768699999999999
10,11,2022-09-01 18:13:10.863,2022-09-01 18:13:32.995, 5.17,0.0408,22,5.2108,16.7892
11,12,2022-09-01 18:13:10.874,2022-09-01 18:13:33.450, 5.23,0.0394,22,5.2694,16.7306
12,13,2022-09-01 18:13:10.880,2022-09-01 18:13:37.690, 5.14,0.0376,26,5.1776,20.822400000000002
13,14,2022-09-01 18:13:10.890,2022-09-01 18:13:38.114, 5.04,0.0392,27,5.0792,21.9208
14,15,2022-09-01 18:13:10.899,2022-09-01 18:13:38.839, 5.33,0.0393,27,5.3693,21.6307
15,16,2022-09-01 18:13:10.906,2022-09-01 18:13:43.016, 5.24,0.0458,32,5.2858,26.714199999999998
16,17,2022-09-01 18:13:10.920,2022-09-01 18:13:43.316, 5.14,0.0415,32,5.1815,26.8185
17,18,2022-09-01 18:13:10.927,2022-09-01 18:13:44.102, 5.08,0.0343,33,5.1143,27.8857
18,19,2022-09-01 18:13:10.934,2022-09-01 18:13:47.931, 4.85,0.0377,36,4.8877,31.1123
19,20,2022-09-01 18:13:10.943,2022-09-01 18:13:49.041, 4.64,0.0392,38,4.6792,33.3208
