,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
0,1,2022-09-01 08:45:33.582,2022-09-01 08:45:38.773,4.626,0.0392,5,4.6652000000000005,0.33479999999999954
1,2,2022-09-01 08:45:33.588,2022-09-01 08:45:44.062,4.737,0.0401,10,4.7771,5.2229
2,3,2022-09-01 08:45:33.600,2022-09-01 08:45:48.831,4.712,0.0377,15,4.7497,10.2503
3,4,2022-09-01 08:45:33.606,2022-09-01 08:45:53.562,4.673,0.0393,19,4.7123,14.287700000000001
4,5,2022-09-01 08:45:33.612,2022-09-01 08:45:58.725,4.548,0.0367,25,4.5847,20.415300000000002
5,6,2022-09-01 08:45:33.621,2022-09-01 08:46:04.300,4.631,0.0390,30,4.67,25.33
6,7,2022-09-01 08:45:33.632,2022-09-01 08:46:09.040,4.518,0.0416,35,4.5596,30.4404
7,8,2022-09-01 08:45:33.644,2022-09-01 08:46:14.625,4.618,0.0351,40,4.6531,35.3469
8,9,2022-09-01 08:45:33.650,2022-09-01 08:46:19.397,4.704,0.0401,45,4.7440999999999995,40.2559
9,10,2022-09-01 08:45:33.657,2022-09-01 08:46:24.192,4.582,0.0417,50,4.6236999999999995,45.3763
10,11,2022-09-01 08:45:33.665,2022-09-01 08:46:29.445,4.709,0.0370,55,4.7459999999999996,50.254
11,12,2022-09-01 08:45:33.674,2022-09-01 08:46:35.057,4.793,0.0341,61,4.8271,56.1729
12,13,2022-09-01 08:45:33.684,2022-09-01 08:46:39.834,4.709,0.0350,66,4.744,61.256
13,14,2022-09-01 08:45:33.691,2022-09-01 08:46:44.679,4.600,0.0410,70,4.641,65.359
14,15,2022-09-01 08:45:33.699,2022-09-01 08:46:49.845,4.652,0.0341,76,4.6861,71.3139
