,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
79,80,2022-09-02 09:17:18.110,2022-09-02 09:19:42.342, 5.03,0.0394,144,5.0694,138.9306
80,81,2022-09-02 09:17:18.123,2022-09-02 09:19:43.393, 5.00,0.0400,145,5.04,139.96
81,82,2022-09-02 09:17:18.131,2022-09-02 09:19:47.562, 5.04,0.1012,149,5.1412,143.8588
82,83,2022-09-02 09:17:18.137,2022-09-02 09:19:47.759, 5.24,0.0388,149,5.2788,143.7212
83,84,2022-09-02 09:17:18.145,2022-09-02 09:19:48.533, 5.00,0.0373,150,5.0373,144.9627
84,85,2022-09-02 09:17:18.153,2022-09-02 09:19:53.256, 5.20,0.0421,155,5.2421,149.7579
85,86,2022-09-02 09:17:18.160,2022-09-02 09:19:53.300, 5.24,0.0727,155,5.3127,149.6873
86,87,2022-09-02 09:17:18.166,2022-09-02 09:19:53.917, 5.29,0.0416,155,5.3316,149.6684
87,88,2022-09-02 09:17:18.177,2022-09-02 09:19:58.341, 5.01,0.0419,160,5.0519,154.9481
88,89,2022-09-02 09:17:18.187,2022-09-02 09:19:58.697, 5.31,0.0435,160,5.3534999999999995,154.6465
89,90,2022-09-02 09:17:18.195,2022-09-02 09:19:59.354, 5.37,0.0419,161,5.4119,155.5881
90,91,2022-09-02 09:17:18.202,2022-09-02 09:20:03.648, 5.22,0.0680,165,5.287999999999999,159.712
91,92,2022-09-02 09:17:18.209,2022-09-02 09:20:03.940, 5.16,0.0420,165,5.202,159.798
92,93,2022-09-02 09:17:18.218,2022-09-02 09:20:04.842, 4.94,0.0405,166,4.9805,161.0195
93,94,2022-09-02 09:17:18.226,2022-09-02 09:20:08.877, 5.14,0.0665,170,5.2065,164.7935
94,95,2022-09-02 09:17:18.239,2022-09-02 09:20:09.192, 5.18,0.0361,170,5.2161,164.7839
95,96,2022-09-02 09:17:18.248,2022-09-02 09:20:10.027, 5.13,0.0366,171,5.1666,165.8334
96,97,2022-09-02 09:17:18.257,2022-09-02 09:20:14.767, 5.22,0.0402,176,5.260199999999999,170.7398
97,98,2022-09-02 09:17:18.268,2022-09-02 09:20:14.832, 5.29,0.0348,176,5.3248,170.6752
98,99,2022-09-02 09:17:18.275,2022-09-02 09:20:15.283, 5.18,0.0386,177,5.2185999999999995,171.7814
99,100,2022-09-02 09:17:18.284,2022-09-02 09:20:19.579, 4.75,0.0362,181,4.7862,176.2138
