workload_type,workload_size,Workload TPT,Average Workload TPT,Average FET,Average CT,C_CPU,C_RAM,C_disk_read,C_disk_write,C_network_recieve,C_network_transmit,pod_cpu_aeneas_function,pod_cpu_functions_all,pod_cpu_mosquitto_broker,pod_cpu_mosquitto_connector_aeneas,pod_cpu_mosquitto_connector_tocloud
30_namespace_no_conf,30,2261,75.36666666666666,4.662859999999999,70.70380666666667,1.2559759492055902,1246539776,3840.595000542363,81777.41782770018,202817.39078745057,206302.750118478,1.809242596511917,1.8418352519648216,0.0024041748357626,0.2640369951380749,0.0256965131040767
30_namespace_no_conf,30,2246,74.86666666666666,4.73032,70.13634666666667,1.263610117076257,1218609152,3736.656765672176,112154.68102742187,199824.1960739611,197688.54408366533,1.8564822899339155,1.889534737947597,0.0024292909134489,0.1944582879758623,0.0296720667691928
30_namespace_no_conf,30,2285,76.16666666666667,4.675476666666667,71.49118999999999,1.3179592375236604,1292763136,42084.064305462685,78581.72907620977,197685.76506293868,192790.2911524003,1.7902088063172188,1.8221629688269076,0.002432417149495778,0.30756740455302534,0.025467649834249137
