,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
0,1,2022-09-01 17:41:31.268,2022-09-01 17:41:36.579, 4.88,0.0399,5,4.9199,0.08009999999999984
1,2,2022-09-01 17:41:31.274,2022-09-01 17:41:38.348, 5.28,0.0419,7,5.3219,1.6780999999999997
2,3,2022-09-01 17:41:31.281,2022-09-01 17:41:38.388, 5.29,0.0547,7,5.3447000000000005,1.6552999999999995
3,4,2022-09-01 17:41:31.287,2022-09-01 17:41:42.255, 5.27,0.0432,10,5.313199999999999,4.686800000000001
4,5,2022-09-01 17:41:31.294,2022-09-01 17:41:43.336, 4.91,0.0477,12,4.9577,7.0423
5,6,2022-09-01 17:41:31.303,2022-09-01 17:41:43.460, 5.02,0.0348,12,5.054799999999999,6.945200000000001
6,7,2022-09-01 17:41:31.312,2022-09-01 17:41:47.450, 5.13,0.0409,16,5.1709,10.8291
7,8,2022-09-01 17:41:31.319,2022-09-01 17:41:48.437, 5.04,0.0378,17,5.0778,11.9222
8,9,2022-09-01 17:41:31.327,2022-09-01 17:41:48.593, 5.06,0.0440,17,5.103999999999999,11.896
9,10,2022-09-01 17:41:31.335,2022-09-01 17:41:53.427, 5.32,0.0392,22,5.3592,16.6408
10,11,2022-09-01 17:41:31.342,2022-09-01 17:41:53.490, 4.96,0.0327,22,4.9927,17.0073
11,12,2022-09-01 17:41:31.354,2022-09-01 17:41:53.843, 5.18,0.0386,22,5.2185999999999995,16.7814
12,13,2022-09-01 17:41:31.362,2022-09-01 17:41:58.575, 5.07,0.0623,27,5.1323,21.8677
13,14,2022-09-01 17:41:31.368,2022-09-01 17:41:58.732, 5.16,0.0378,27,5.1978,21.8022
14,15,2022-09-01 17:41:31.377,2022-09-01 17:41:58.879, 4.98,0.0359,27,5.0159,21.984099999999998
