workload_type,workload_size,Workload TPT,Average Workload TPT,Average FET,Average CT,C_CPU,C_RAM,C_disk_read,C_disk_write,C_network_recieve,C_network_transmit,pod_cpu_aeneas_function,pod_cpu_functions_all,pod_cpu_mosquitto_broker,pod_cpu_mosquitto_connector_aeneas,pod_cpu_mosquitto_connector_tocloud
20_namespace_no_conf,20,1024,51.2,4.63215,46.56785,0.8409409371463743,1228853248,2503.855801070663,41801.90857507002,209077.5310841204,207091.1105202099,1.8715382025396403,1.9017740268945391,0.0024165574610572,0.2973916305714402,0.0219250137093067
20_namespace_no_conf,20,1033,51.65,4.687825000000001,46.962175,0.9139888748092736,1204080640,3476.235233408894,68018.11249533965,197040.19904615055,199015.43438650353,1.8571641057006025,1.889788576426801,0.0020604430125605146,0.30678892773062827,0.02385403044834134
