,Unnamed: 0,workload_type,workload_size,Workload_size,Workload TPT,Average Workload TPT,Average FET,Average CT,C_CPU,C_RAM,C_disk_read,C_disk_write,C_network_recieve,C_network_transmit
0,0.0,2_WITHOUT_CONF,,2,11,5.5,4.7439,0.7561,9.724999999986425,0.3506347597922304,4642.133333333333,311296,0,635.2666666666664
1,,3_WITHOUT_CONF,,3,20,6.666666666666667,5.3494666666666655,1.3172000000000004,8.955555555552976,0.3544229974447589,0,140083.2,0,546.3666666666667
