workload_type,workload_size,Workload TPT,Average Workload TPT,Average FET,Average CT,C_CPU,C_RAM,C_disk_read,C_disk_write,C_network_recieve,C_network_transmit,pod_cpu_aeneas_function,pod_cpu_functions_all,pod_cpu_mosquitto_broker,pod_cpu_mosquitto_connector_aeneas,pod_cpu_mosquitto_connector_tocloud
15_namespace_WITHOUT_CONF,15,605,40.333333333333336,4.704266666666667,35.629066666666674,0.7042660445970528,1170006016,8715.51599499618,89650.73512357305,77870.75737482106,99851.63075594806,0.4019158154831281,0.4159743374126382,0.0024204409850762,0.0934576207975577,0.0271240144842717
15_namespace_WITHOUT_CONF,15,587,39.13333333333333,4.733253333333333,34.40008,0.6942194940028676,1345617920,3806.4769725712026,81080.05819725328,79579.98505757198,107667.04867910391,0.4119936341729772,0.4314511817125916,0.0024966117152927,0.0934327298876316,0.0264200410351669
15_namespace_WITHOUT_CONF,15,596,39.733333333333334,4.67486,35.05847333333333,0.7359564256217619,1257811968,3598.055247585069,89074.73473175526,43158.42062436056,55707.89892945825,0.2055174769215114,0.2156710039441604,0.0020199430840622,0.0681292788209131,0.0270037360518681
15_namespace_WITHOUT_CONF,15,599,39.93333333333333,4.710033333333333,35.2233,0.6535742280472807,1189957632,2315.0951647242605,88331.26306694915,43241.36174516505,57246.83872356435,0.1815208978695086,0.1905828063134621,0.0020112386235804,0.0611101738389308,0.027715605576524
15_namespace_WITHOUT_CONF,15,611,40.733333333333334,4.692093333333333,36.04124,0.8088763633646603,1147723776,2790.7048084209437,46223.97691651199,137323.39722001427,166719.36947688943,1.7863057934063349,1.8173199601227747,0.0024029904180976874,0.41562986370727995,0.02399485122134838
