,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
1,2,2022-08-31 11:41:36.839,2022-08-31 11:41:42.708, 4.67,0.0375,5,4.7075,0.2925000000000004
0,1,2022-08-31 11:41:36.834,2022-08-31 11:41:43.447, 4.74,0.0403,6,4.7803,1.2196999999999996
