,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
2,3,2022-08-31 13:18:28.511,2022-08-31 13:18:33.558,4.609,0.0636,5,4.6726,0.3273999999999999
1,2,2022-08-31 13:18:28.504,2022-08-31 13:18:39.114,4.722,0.6108,10,5.332800000000001,4.667199999999999
0,1,2022-08-31 13:18:28.482,2022-08-31 13:18:44.485,4.558,0.0411,16,4.5991,11.4009
3,4,2022-08-31 13:18:28.528,2022-08-31 13:18:49.347,4.792,0.0467,20,4.8387,15.1613
4,5,2022-08-31 13:18:28.536,2022-08-31 13:18:54.906,4.689,0.0399,26,4.7289,21.2711
