,PT,frequency,pdf,cdf
0,4.0,2,0.0425531914893617,0.0425531914893617
1,5.0,3,0.06382978723404255,0.10638297872340424
2,6.0,1,0.02127659574468085,0.1276595744680851
3,7.0,5,0.10638297872340426,0.23404255319148937
4,8.0,2,0.0425531914893617,0.2765957446808511
5,9.0,1,0.02127659574468085,0.2978723404255319
6,12.0,1,0.02127659574468085,0.3191489361702127
7,13.0,1,0.02127659574468085,0.34042553191489355
8,14.0,1,0.02127659574468085,0.3617021276595744
9,18.0,4,0.0851063829787234,0.4468085106382978
10,21.0,1,0.02127659574468085,0.4680851063829786
11,22.0,1,0.02127659574468085,0.48936170212765945
12,23.0,1,0.02127659574468085,0.5106382978723403
13,25.0,2,0.0425531914893617,0.5531914893617019
14,26.0,1,0.02127659574468085,0.5744680851063828
15,27.0,1,0.02127659574468085,0.5957446808510637
16,30.0,1,0.02127659574468085,0.6170212765957446
17,32.0,1,0.02127659574468085,0.6382978723404255
18,33.0,1,0.02127659574468085,0.6595744680851063
19,35.0,1,0.02127659574468085,0.6808510638297872
20,36.0,1,0.02127659574468085,0.7021276595744681
21,37.0,1,0.02127659574468085,0.723404255319149
22,39.0,1,0.02127659574468085,0.7446808510638299
23,40.0,1,0.02127659574468085,0.7659574468085107
24,41.0,1,0.02127659574468085,0.7872340425531916
25,43.0,1,0.02127659574468085,0.8085106382978725
26,46.0,1,0.02127659574468085,0.8297872340425534
27,47.0,1,0.02127659574468085,0.8510638297872343
28,48.0,1,0.02127659574468085,0.8723404255319152
29,49.0,1,0.02127659574468085,0.893617021276596
30,53.0,1,0.02127659574468085,0.9148936170212769
31,54.0,2,0.0425531914893617,0.9574468085106386
32,55.0,2,0.0425531914893617,1.0000000000000002
