,PT,frequency,pdf,cdf
0,4.0,8,0.14285714285714285,0.14285714285714285
1,5.0,1,0.017857142857142856,0.1607142857142857
2,7.0,1,0.017857142857142856,0.17857142857142855
3,8.0,1,0.017857142857142856,0.1964285714285714
4,10.0,2,0.03571428571428571,0.2321428571428571
5,11.0,2,0.03571428571428571,0.2678571428571428
6,14.0,2,0.03571428571428571,0.3035714285714285
7,15.0,1,0.017857142857142856,0.32142857142857134
8,16.0,1,0.017857142857142856,0.3392857142857142
9,17.0,2,0.03571428571428571,0.3749999999999999
10,18.0,1,0.017857142857142856,0.39285714285714274
11,20.0,3,0.05357142857142857,0.4464285714285713
12,21.0,1,0.017857142857142856,0.46428571428571414
13,23.0,1,0.017857142857142856,0.482142857142857
14,26.0,2,0.03571428571428571,0.5178571428571427
15,27.0,3,0.05357142857142857,0.5714285714285713
16,30.0,2,0.03571428571428571,0.607142857142857
17,32.0,1,0.017857142857142856,0.6249999999999999
18,34.0,2,0.03571428571428571,0.6607142857142856
19,35.0,2,0.03571428571428571,0.6964285714285713
20,39.0,1,0.017857142857142856,0.7142857142857142
21,40.0,3,0.05357142857142857,0.7678571428571428
22,43.0,1,0.017857142857142856,0.7857142857142857
23,45.0,1,0.017857142857142856,0.8035714285714286
24,47.0,1,0.017857142857142856,0.8214285714285715
25,48.0,1,0.017857142857142856,0.8392857142857144
26,49.0,1,0.017857142857142856,0.8571428571428573
27,50.0,1,0.017857142857142856,0.8750000000000002
28,52.0,2,0.03571428571428571,0.9107142857142859
29,55.0,2,0.03571428571428571,0.9464285714285716
30,57.0,2,0.03571428571428571,0.9821428571428573
31,58.0,1,0.017857142857142856,1.0000000000000002
