,intime,outtime,aeneas,tocloud,pubrabbitmq,TPT,PT,FET,scenario
0,2023-01-14 19:53:27.064268,2023-01-14 19:53:31.522,4.38,0.0418,0.0319,4.457732,4.0,4.4218,15_0.01_rps
1,2023-01-14 19:53:32.292909,2023-01-14 19:53:36.617,4.25,0.0384,0.0372,4.324091,4.0,4.2884,15_0.01_rps
2,2023-01-14 19:53:42.296184,2023-01-14 19:53:46.711,4.34,0.0429,0.0363,4.414816,4.0,4.3829,15_0.01_rps
3,2023-01-14 19:53:48.557848,2023-01-14 19:53:52.889,4.26,0.0412,0.0375,4.331152,4.0,4.3012,15_0.01_rps
4,2023-01-14 19:53:58.195053,2023-01-14 19:54:02.533,4.27,0.0422,0.0518,4.337947,4.0,4.3122,15_0.01_rps
5,2023-01-14 19:54:04.301221,2023-01-14 19:54:08.631,4.26,0.0396,0.0337,4.329779,4.0,4.2996,15_0.01_rps
6,2023-01-14 19:54:12.919659,2023-01-14 19:54:17.338,4.38,0.0636,0.0335,4.418341,4.0,4.4436,15_0.01_rps
7,2023-01-14 19:54:15.905576,2023-01-14 19:54:21.503,5.52,0.0472,0.0330,5.597424,6.0,5.5672,15_0.01_rps
8,2023-01-14 19:54:22.982967,2023-01-14 19:54:27.257,4.21,0.0479,0.0319,4.274033,4.0,4.2579,15_0.01_rps
9,2023-01-14 19:54:30.362032,2023-01-14 19:54:34.657,4.21,0.0405,0.0384,4.294968,4.0,4.2505,15_0.01_rps
10,2023-01-14 19:54:38.785629,2023-01-14 19:54:43.053,4.20,0.0410,0.0461,4.267371,4.0,4.2410000000000005,15_0.01_rps
11,2023-01-14 19:54:48.563038,2023-01-14 19:54:53.120,4.48,0.0407,0.0393,4.556962,5.0,4.520700000000001,15_0.01_rps
12,2023-01-14 19:54:51.074995,2023-01-14 19:54:57.277,6.13,0.0444,0.0360,6.202005,6.0,6.1744,15_0.01_rps
13,2023-01-14 19:54:55.558528,2023-01-14 19:55:01.471,5.84,0.0528,0.0372,5.912472,6.0,5.8928,15_0.01_rps
14,2023-01-14 19:55:00.611452,2023-01-14 19:55:05.638,4.95,0.0448,0.0339,5.026548,5.0,4.994800000000001,15_0.01_rps
