,intime,outtime,aeneas,tocloud,pubrabbitmq,TPT,PT,FET,scenario
30,2023-01-14 20:53:27.562207,2023-01-14 20:53:47.728,20.2,0.0426,0.0369,20.165793,20.0,20.2426,10_0.01_rps
31,2023-01-14 20:53:29.283182,2023-01-14 20:53:48.097,17.7,0.0494,0.0425,18.813818,19.0,17.749399999999998,10_0.01_rps
32,2023-01-14 20:53:30.411656,2023-01-14 20:53:48.366,14.7,0.0498,0.0397,17.954344,18.0,14.749799999999999,10_0.01_rps
33,2023-01-14 20:53:33.579910,2023-01-14 20:53:48.376,19.0,0.0400,0.0376,14.79609,15.0,19.04,10_0.01_rps
34,2023-01-14 20:53:38.988328,2023-01-14 20:54:01.017,22.0,0.0372,0.0290,22.028672,22.0,22.0372,10_0.01_rps
35,2023-01-14 20:53:40.083908,2023-01-14 20:54:01.527,17.7,0.0448,0.0379,21.443092,21.0,17.744799999999998,10_0.01_rps
36,2023-01-14 20:53:41.510383,2023-01-14 20:54:01.723,21.6,0.0387,0.0641,20.212617,20.0,21.6387,10_0.01_rps
37,2023-01-14 20:53:43.829883,2023-01-14 20:54:01.821,20.3,0.0351,0.1506,17.991117,18.0,20.3351,10_0.01_rps
38,2023-01-14 20:53:46.385053,2023-01-14 20:54:02.022,4.40,0.0386,0.0329,15.636947,16.0,4.4386,10_0.01_rps
39,2023-01-14 20:53:48.470094,2023-01-14 20:54:03.599,4.28,0.0388,0.0335,15.128906,15.0,4.3188,10_0.01_rps
40,2023-01-14 20:53:49.064992,2023-01-14 20:54:06.101,6.14,0.0421,0.0301,17.036008,17.0,6.182099999999999,10_0.01_rps
41,2023-01-14 20:53:51.471681,2023-01-14 20:54:14.303,27.8,0.0434,0.0321,22.831319,23.0,27.8434,10_0.01_rps
42,2023-01-14 20:53:51.724280,2023-01-14 20:54:14.426,25.3,0.0406,0.0312,22.70172,23.0,25.340600000000002,10_0.01_rps
43,2023-01-14 20:53:53.990617,2023-01-14 20:54:14.617,26.1,0.0372,0.0462,20.626383,21.0,26.1372,10_0.01_rps
44,2023-01-14 20:53:57.581561,2023-01-14 20:54:14.713,23.2,0.0371,0.0300,17.131439,17.0,23.237099999999998,10_0.01_rps
45,2023-01-14 20:53:59.254903,2023-01-14 20:54:16.858,4.24,0.0449,0.0438,17.603097,18.0,4.2849,10_0.01_rps
46,2023-01-14 20:53:59.891119,2023-01-14 20:54:17.459,4.23,0.0372,0.0369,17.567881,18.0,4.267200000000001,10_0.01_rps
47,2023-01-14 20:54:07.663990,2023-01-14 20:54:21.031,4.20,0.0407,0.0355,13.36701,13.0,4.2407,10_0.01_rps
48,2023-01-14 20:54:08.125893,2023-01-14 20:54:27.388,35.6,0.0408,0.0396,19.262107,19.0,35.6408,10_0.01_rps
49,2023-01-14 20:54:12.549747,2023-01-14 20:54:27.991,33.9,0.0404,0.0368,15.441253,15.0,33.9404,10_0.01_rps
50,2023-01-14 20:54:13.164200,2023-01-14 20:54:28.016,20.3,0.0704,0.0419,14.8518,15.0,20.3704,10_0.01_rps
51,2023-01-14 20:54:15.914157,2023-01-14 20:54:28.068,19.8,0.0565,0.0420,12.153843,12.0,19.8565,10_0.01_rps
52,2023-01-14 20:54:16.770944,2023-01-14 20:54:28.070,4.27,0.0501,0.0408,11.299056,11.0,4.320099999999999,10_0.01_rps
53,2023-01-14 20:54:23.736312,2023-01-14 20:54:33.547,4.25,0.0357,0.0351,9.810688,10.0,4.2857,10_0.01_rps
54,2023-01-14 20:54:26.675468,2023-01-14 20:54:34.661,18.7,0.0448,0.0555,7.985532,8.0,18.744799999999998,10_0.01_rps
55,2023-01-14 20:54:29.240366,2023-01-14 20:54:34.878,8.15,0.0355,0.0326,5.637634,6.0,8.185500000000001,10_0.01_rps
56,2023-01-14 20:54:31.776645,2023-01-14 20:54:36.005,4.17,0.0369,0.0275,4.228355,4.0,4.2069,10_0.01_rps
57,2023-01-14 20:54:32.690348,2023-01-14 20:54:37.642,4.23,0.0449,0.0302,4.951652,5.0,4.274900000000001,10_0.01_rps
58,2023-01-14 20:54:33.346250,2023-01-14 20:54:39.094,4.28,0.0365,0.0281,5.74775,6.0,4.3165000000000004,10_0.01_rps
59,2023-01-14 20:54:34.757330,2023-01-14 20:54:40.087,7.33,0.0413,0.0421,5.32967,5.0,7.3713,10_0.01_rps
60,2023-01-14 20:54:36.365083,2023-01-14 20:54:42.471,6.05,0.0427,0.0315,6.105917,6.0,6.0927,10_0.01_rps
61,2023-01-14 20:54:36.975682,2023-01-14 20:54:43.051,6.02,0.0451,0.0293,6.075318,6.0,6.065099999999999,10_0.01_rps
62,2023-01-14 20:54:41.749290,2023-01-14 20:54:46.257,4.45,0.0404,0.0373,4.50771,5.0,4.4904,10_0.01_rps
63,2023-01-14 20:54:42.142913,2023-01-14 20:54:46.837,4.64,0.0369,0.0371,4.694087,5.0,4.6769,10_0.01_rps
64,2023-01-14 20:54:44.117936,2023-01-14 20:54:48.359,4.18,0.0377,0.0347,4.241064,4.0,4.2177,10_0.01_rps
65,2023-01-14 20:54:46.244183,2023-01-14 20:54:50.592,4.29,0.0446,0.0616,4.347817,4.0,4.3346,10_0.01_rps
66,2023-01-14 20:54:48.473839,2023-01-14 20:54:52.758,4.22,0.0376,0.0345,4.284161,4.0,4.2576,10_0.01_rps
67,2023-01-14 20:54:51.279127,2023-01-14 20:54:55.921,4.59,0.0405,0.0353,4.641873,5.0,4.6305,10_0.01_rps
68,2023-01-14 20:54:53.575194,2023-01-14 20:55:00.095,6.45,0.0545,0.0357,6.519806,7.0,6.5045,10_0.01_rps
69,2023-01-14 20:54:56.028254,2023-01-14 20:55:00.392,4.31,0.0368,0.0325,4.363746,4.0,4.3468,10_0.01_rps
70,2023-01-14 20:54:57.624308,2023-01-14 20:55:01.915,4.22,0.0439,0.0393,4.290692,4.0,4.2639,10_0.01_rps
71,2023-01-14 20:55:00.009496,2023-01-14 20:55:04.346,4.28,0.0445,0.0353,4.336504,4.0,4.3245000000000005,10_0.01_rps
72,2023-01-14 20:55:03.315604,2023-01-14 20:55:07.856,4.47,0.0443,0.0368,4.540396,5.0,4.5142999999999995,10_0.01_rps
73,2023-01-14 20:55:06.058819,2023-01-14 20:55:10.299,4.18,0.0468,0.0349,4.240181,4.0,4.2268,10_0.01_rps
74,2023-01-14 20:55:06.301329,2023-01-14 20:55:10.699,4.34,0.0429,0.0334,4.397671,4.0,4.3829,10_0.01_rps
75,2023-01-14 20:55:11.789067,2023-01-14 20:55:16.146,4.28,0.0395,0.0424,4.356933,4.0,4.319500000000001,10_0.01_rps
76,2023-01-14 20:55:13.789254,2023-01-14 20:55:22.159,8.39,0.0398,0.0273,8.369746,8.0,8.4298,10_0.01_rps
77,2023-01-14 20:55:14.590655,2023-01-14 20:55:22.264,4.14,0.0601,0.0308,7.673345,8.0,4.2001,10_0.01_rps
78,2023-01-14 20:55:18.071391,2023-01-14 20:55:22.292,7.64,0.0433,0.0280,4.220609,4.0,7.6833,10_0.01_rps
79,2023-01-14 20:55:19.246474,2023-01-14 20:55:23.487,4.17,0.0560,0.0317,4.240526,4.0,4.226,10_0.01_rps
80,2023-01-14 20:55:23.291014,2023-01-14 20:55:30.105,6.39,0.0507,0.0430,6.813986,7.0,6.4407,10_0.01_rps
81,2023-01-14 20:55:24.880718,2023-01-14 20:55:35.128,10.2,0.0496,0.0360,10.247282,10.0,10.2496,10_0.01_rps
82,2023-01-14 20:55:25.638460,2023-01-14 20:55:35.413,9.69,0.0711,0.0326,9.77454,10.0,9.761099999999999,10_0.01_rps
83,2023-01-14 20:55:29.305072,2023-01-14 20:55:37.691,8.32,0.0671,0.0310,8.385928,8.0,8.3871,10_0.01_rps
84,2023-01-14 20:55:32.225504,2023-01-14 20:55:46.569,12.8,0.0386,0.0352,14.343496,14.0,12.838600000000001,10_0.01_rps
85,2023-01-14 20:55:33.670867,2023-01-14 20:55:47.032,12.8,0.0535,0.0370,13.361133,13.0,12.8535,10_0.01_rps
86,2023-01-14 20:55:34.161560,2023-01-14 20:55:47.100,14.8,0.0610,0.0341,12.93844,13.0,14.861,10_0.01_rps
87,2023-01-14 20:55:38.976599,2023-01-14 20:55:59.113,20.1,0.0435,0.0355,20.136401,20.0,20.143500000000003,10_0.01_rps
88,2023-01-14 20:55:39.015028,2023-01-14 20:55:59.799,16.9,0.0840,0.0567,20.783972,21.0,16.983999999999998,10_0.01_rps
89,2023-01-14 20:55:42.754767,2023-01-14 20:55:59.804,20.7,0.1095,0.0622,17.049233,17.0,20.8095,10_0.01_rps
90,2023-01-14 20:55:43.815973,2023-01-14 20:55:59.805,15.9,0.1044,0.0670,15.989027,16.0,16.0044,10_0.01_rps
91,2023-01-14 20:55:48.890925,2023-01-14 20:56:02.812,4.19,0.0385,0.0366,13.921075,14.0,4.2285,10_0.01_rps
92,2023-01-14 20:55:50.178359,2023-01-14 20:56:04.329,4.42,0.0935,0.0317,14.150641,14.0,4.5135,10_0.01_rps
93,2023-01-14 20:55:50.830648,2023-01-14 20:56:06.414,4.24,0.0371,0.0408,15.583352,16.0,4.2771,10_0.01_rps
94,2023-01-14 20:55:52.308570,2023-01-14 20:56:08.389,5.34,0.0382,0.0335,16.08043,16.0,5.3782,10_0.01_rps
95,2023-01-14 20:55:54.273276,2023-01-14 20:56:11.766,22.8,0.0384,0.0360,17.492724,17.0,22.8384,10_0.01_rps
96,2023-01-14 20:55:58.557144,2023-01-14 20:56:12.198,19.9,0.0398,0.0317,13.640856,14.0,19.939799999999998,10_0.01_rps
97,2023-01-14 20:55:59.803800,2023-01-14 20:56:12.329,22.1,0.0397,0.0327,12.5252,13.0,22.1397,10_0.01_rps
98,2023-01-14 20:56:02.089813,2023-01-14 20:56:12.396,21.5,0.0349,0.0358,10.306187,10.0,21.5349,10_0.01_rps
99,2023-01-14 20:56:02.986459,2023-01-14 20:56:12.485,6.05,0.0418,0.0321,9.498541,9.0,6.0918,10_0.01_rps
100,2023-01-14 20:56:06.373247,2023-01-14 20:56:16.327,21.9,0.0456,0.0366,9.953753,10.0,21.9456,10_0.01_rps
