,PT,frequency,pdf,cdf
0,4.0,2,0.05555555555555555,0.05555555555555555
1,5.0,3,0.08333333333333333,0.1388888888888889
2,6.0,4,0.1111111111111111,0.25
3,7.0,2,0.05555555555555555,0.3055555555555556
4,8.0,3,0.08333333333333333,0.3888888888888889
5,9.0,4,0.1111111111111111,0.5
6,10.0,1,0.027777777777777776,0.5277777777777778
7,11.0,4,0.1111111111111111,0.6388888888888888
8,12.0,2,0.05555555555555555,0.6944444444444444
9,13.0,4,0.1111111111111111,0.8055555555555556
10,14.0,1,0.027777777777777776,0.8333333333333334
11,15.0,1,0.027777777777777776,0.8611111111111112
12,16.0,1,0.027777777777777776,0.888888888888889
13,17.0,3,0.08333333333333333,0.9722222222222223
14,19.0,1,0.027777777777777776,1.0
