,PT,frequency,pdf,cdf
0,4.0,3,0.07142857142857142,0.07142857142857142
1,5.0,2,0.047619047619047616,0.11904761904761904
2,6.0,2,0.047619047619047616,0.16666666666666666
3,7.0,3,0.07142857142857142,0.23809523809523808
4,8.0,3,0.07142857142857142,0.30952380952380953
5,9.0,1,0.023809523809523808,0.33333333333333337
6,10.0,1,0.023809523809523808,0.3571428571428572
7,11.0,3,0.07142857142857142,0.4285714285714286
8,12.0,5,0.11904761904761904,0.5476190476190477
9,13.0,1,0.023809523809523808,0.5714285714285715
10,15.0,3,0.07142857142857142,0.6428571428571429
11,16.0,1,0.023809523809523808,0.6666666666666667
12,19.0,2,0.047619047619047616,0.7142857142857144
13,20.0,2,0.047619047619047616,0.7619047619047621
14,22.0,2,0.047619047619047616,0.8095238095238098
15,24.0,1,0.023809523809523808,0.8333333333333336
16,25.0,1,0.023809523809523808,0.8571428571428574
17,26.0,1,0.023809523809523808,0.8809523809523813
18,29.0,2,0.047619047619047616,0.9285714285714288
19,30.0,1,0.023809523809523808,0.9523809523809527
20,31.0,1,0.023809523809523808,0.9761904761904765
21,32.0,1,0.023809523809523808,1.0000000000000002
