,PT,frequency,pdf,cdf
0,4.0,1,0.022222222222222223,0.022222222222222223
1,6.0,4,0.08888888888888889,0.11111111111111112
2,7.0,2,0.044444444444444446,0.15555555555555556
3,8.0,2,0.044444444444444446,0.2
4,9.0,1,0.022222222222222223,0.22222222222222224
5,11.0,1,0.022222222222222223,0.24444444444444446
6,13.0,3,0.06666666666666667,0.3111111111111111
7,14.0,1,0.022222222222222223,0.3333333333333333
8,15.0,1,0.022222222222222223,0.3555555555555555
9,16.0,1,0.022222222222222223,0.3777777777777777
10,17.0,2,0.044444444444444446,0.42222222222222217
11,18.0,4,0.08888888888888889,0.5111111111111111
12,23.0,1,0.022222222222222223,0.5333333333333333
13,25.0,1,0.022222222222222223,0.5555555555555556
14,26.0,2,0.044444444444444446,0.6
15,28.0,2,0.044444444444444446,0.6444444444444444
16,31.0,1,0.022222222222222223,0.6666666666666666
17,32.0,1,0.022222222222222223,0.6888888888888889
18,35.0,2,0.044444444444444446,0.7333333333333333
19,41.0,2,0.044444444444444446,0.7777777777777777
20,42.0,1,0.022222222222222223,0.7999999999999999
21,44.0,2,0.044444444444444446,0.8444444444444443
22,45.0,2,0.044444444444444446,0.8888888888888887
23,51.0,1,0.022222222222222223,0.911111111111111
24,52.0,2,0.044444444444444446,0.9555555555555554
25,54.0,1,0.022222222222222223,0.9777777777777776
26,55.0,1,0.022222222222222223,0.9999999999999999
