,intime,outtime,aeneas,tocloud,pubrabbitmq,TPT,PT,FET,scenario
0,2023-01-14 21:18:29.854333,2023-01-14 21:18:34.159,4.24,0.0504,0.0341,4.304667,4.0,4.2904,10_0.02_rps
1,2023-01-14 21:18:39.232927,2023-01-14 21:18:44.527,5.20,0.0654,0.0396,5.294073,5.0,5.2654000000000005,10_0.02_rps
2,2023-01-14 21:18:41.068945,2023-01-14 21:18:47.727,6.59,0.0362,0.0326,6.658055,7.0,6.6262,10_0.02_rps
3,2023-01-14 21:18:44.243523,2023-01-14 21:18:50.086,5.78,0.0364,0.0435,5.842477,6.0,5.816400000000001,10_0.02_rps
4,2023-01-14 21:18:52.436701,2023-01-14 21:18:56.713,4.21,0.0398,0.0345,4.276299,4.0,4.2498,10_0.02_rps
5,2023-01-14 21:18:58.840239,2023-01-14 21:19:03.107,4.20,0.0394,0.0313,4.266761,4.0,4.2394,10_0.02_rps
6,2023-01-14 21:19:04.876459,2023-01-14 21:19:09.180,4.24,0.0393,0.0350,4.303541,4.0,4.2793,10_0.02_rps
7,2023-01-14 21:19:13.048537,2023-01-14 21:19:17.426,4.31,0.0385,0.0342,4.377463,4.0,4.3485,10_0.02_rps
8,2023-01-14 21:19:19.815251,2023-01-14 21:19:24.523,4.64,0.0489,0.0340,4.707749,5.0,4.688899999999999,10_0.02_rps
9,2023-01-14 21:19:22.495727,2023-01-14 21:19:31.307,8.75,0.0512,0.0490,8.811273,9.0,8.8012,10_0.02_rps
10,2023-01-14 21:19:22.904944,2023-01-14 21:19:31.444,8.47,0.0383,0.0328,8.539056,9.0,8.5083,10_0.02_rps
11,2023-01-14 21:19:26.237529,2023-01-14 21:19:38.050,11.7,0.0651,0.0505,11.812471,12.0,11.765099999999999,10_0.02_rps
12,2023-01-14 21:19:26.781142,2023-01-14 21:19:38.059,11.2,0.0822,0.0449,11.277858,11.0,11.2822,10_0.02_rps
13,2023-01-14 21:19:32.099509,2023-01-14 21:19:45.220,13.0,0.0375,0.0341,13.120491,13.0,13.0375,10_0.02_rps
14,2023-01-14 21:19:32.194832,2023-01-14 21:19:45.599,13.4,0.0619,0.0532,13.404168,13.0,13.4619,10_0.02_rps
15,2023-01-14 21:19:35.125912,2023-01-14 21:19:48.224,13.0,0.0541,0.0328,13.098088,13.0,13.0541,10_0.02_rps
16,2023-01-14 21:19:40.788562,2023-01-14 21:19:57.973,14.2,0.0447,0.0353,17.184438,17.0,14.2447,10_0.02_rps
17,2023-01-14 21:19:42.011232,2023-01-14 21:19:58.516,17.7,0.0601,0.0372,16.504768,17.0,17.760099999999998,10_0.02_rps
18,2023-01-14 21:19:43.655676,2023-01-14 21:19:58.549,16.4,0.0487,0.0369,14.893324,15.0,16.4487,10_0.02_rps
19,2023-01-14 21:19:46.700122,2023-01-14 21:20:01.977,15.2,0.0743,0.0413,15.276878,15.0,15.274299999999998,10_0.02_rps
20,2023-01-14 21:19:50.598042,2023-01-14 21:20:06.240,15.5,0.0471,0.0368,15.641958,16.0,15.5471,10_0.02_rps
21,2023-01-14 21:19:56.275448,2023-01-14 21:20:11.671,15.3,0.0761,0.0458,15.395552,15.0,15.376100000000001,10_0.02_rps
22,2023-01-14 21:19:57.973280,2023-01-14 21:20:11.677,13.6,0.0851,0.0443,13.70372,14.0,13.6851,10_0.02_rps
23,2023-01-14 21:19:59.136329,2023-01-14 21:20:14.878,15.6,0.0599,0.0354,15.741671,16.0,15.6599,10_0.02_rps
24,2023-01-14 21:20:03.131599,2023-01-14 21:20:18.091,14.8,0.0404,0.0424,14.959401,15.0,14.8404,10_0.02_rps
25,2023-01-14 21:20:06.869514,2023-01-14 21:20:20.385,13.4,0.0371,0.0358,13.515486,14.0,13.437100000000001,10_0.02_rps
