Average Workload TPT,Workload TPT,workload_size,workload_type,Average FET,pod_count_aeneas,pod_count_getobject,pod_count_tocloud,pod_count_connector,CPU_rabbitmq_broker,CPU_rabbitmq_broker_requested,CPU_rabbitmq_broker_used,CPU_requested,CPU_used,Memory_rabbitmq_broker,Memory_rabbitmq_broker_used,pod_count_rabbitmq
10.36971700990099,307.05091,101,101_300_rps,10.34889207920792,14,1,1,,,0.2,0.0122306237907564,5.5,2.729510144824681,,380986.7848628348,1
5.56891495,100.575917,20,20_100_rps,5.549335000000001,1,1,1,,,0.2,0.0073963154542843,2.5,1.4715040475773953,,29207.519814233005,1
10.650449461538464,110.530667,26,26_100_rps,10.614926923076922,1,1,1,,,0.2,0.0096465607201702,2.5,2.3216259387598193,,345690.2923682397,1
8.364172882352939,154.888845,102,102_150_rps,8.340845098039217,10,1,1,,,0.2,0.0148788203195779,11.5,5.976855034283825,,415393.5408349157,1
26.804088910714285,204.442481,56,56_150_rps,26.782505357142856,4,1,1,,,0.2,0.0106138400756177,5.5,2.721889329427915,,329606.36231860484,1
15.244617023437502,175.629827,128,128_150_rps,14.77841171875,10,1,1,,,0.2,0.0204069207687225,11.5,7.293991054950675,,568727.3645412566,1
9.095651811188812,156.281435,143,143_150_rps,9.028032167832167,10,1,1,,,0.2,0.0230278936233518,11.5,7.940258853590453,,366601.9716304627,1
18.417606977528088,163.747775,89,89_120_rps_0.04,16.09908764044944,10,1,1,,,0.2,0.01821153312894127,2.5,5.362948410846369,,469796.3591134853,1
