,intime,outtime,aeneas,tocloud,pubrabbitmq,TPT,PT,FET,scenario
0,2023-01-15 17:58:53.487594,2023-01-15 17:58:57.717,4.14,0.0404,0.0352,4.229406,4.0,4.1804,10_0.03_k8s
1,2023-01-15 17:59:01.100491,2023-01-15 17:59:05.355,4.16,0.0406,0.0369,4.254509,4.0,4.2006000000000006,10_0.03_k8s
2,2023-01-15 17:59:15.762487,2023-01-15 17:59:20.007,4.15,0.0440,0.0407,4.244513,4.0,4.194,10_0.03_k8s
3,2023-01-15 17:59:26.806114,2023-01-15 17:59:31.121,4.24,0.0473,0.0317,4.314886,4.0,4.2873,10_0.03_k8s
4,2023-01-15 17:59:30.166115,2023-01-15 17:59:35.206,4.95,0.0388,0.0349,5.039885,5.0,4.9888,10_0.03_k8s
5,2023-01-15 17:59:40.273613,2023-01-15 17:59:45.981,5.64,0.0465,0.0368,5.707387,6.0,5.6865,10_0.03_k8s
6,2023-01-15 17:59:41.756620,2023-01-15 17:59:48.519,6.66,0.0446,0.0364,6.76238,7.0,6.7046,10_0.03_k8s
7,2023-01-15 17:59:46.163647,2023-01-15 17:59:52.266,6.02,0.0436,0.0373,6.102353,6.0,6.063599999999999,10_0.03_k8s
8,2023-01-15 17:59:50.641066,2023-01-15 17:59:56.265,5.54,0.0395,0.0378,5.623934,6.0,5.5795,10_0.03_k8s
9,2023-01-15 17:59:56.272043,2023-01-15 18:00:00.588,4.24,0.0431,0.0330,4.315957,4.0,4.2831,10_0.03_k8s
10,2023-01-15 18:00:00.142635,2023-01-15 18:00:04.454,4.22,0.0417,0.0394,4.311365,4.0,4.261699999999999,10_0.03_k8s
11,2023-01-15 18:00:01.519197,2023-01-15 18:00:05.779,4.17,0.0594,0.0349,4.259803,4.0,4.2294,10_0.03_k8s
12,2023-01-15 18:00:09.675812,2023-01-15 18:00:14.984,5.21,0.0403,0.0311,5.308188,5.0,5.2503,10_0.03_k8s
13,2023-01-15 18:00:11.140011,2023-01-15 18:00:18.482,7.26,0.0533,0.0559,7.341989,7.0,7.3133,10_0.03_k8s
14,2023-01-15 18:00:12.702342,2023-01-15 18:00:21.630,8.84,0.0518,0.0548,8.927658,9.0,8.8918,10_0.03_k8s
15,2023-01-15 18:00:15.246836,2023-01-15 18:00:25.898,10.5,0.0456,0.0323,10.651164,11.0,10.5456,10_0.03_k8s
16,2023-01-15 18:00:20.584632,2023-01-15 18:00:31.203,9.60,0.0483,0.0397,10.618368,11.0,9.648299999999999,10_0.03_k8s
17,2023-01-15 18:00:21.496211,2023-01-15 18:00:31.215,10.5,0.0382,0.0380,9.718789,10.0,10.5382,10_0.03_k8s
18,2023-01-15 18:00:23.442645,2023-01-15 18:00:33.317,9.80,0.0448,0.0510,9.874355,10.0,9.844800000000001,10_0.03_k8s
19,2023-01-15 18:00:31.340112,2023-01-15 18:00:37.405,6.00,0.0363,0.0296,6.064888,6.0,6.0363,10_0.03_k8s
20,2023-01-15 18:00:33.475920,2023-01-15 18:00:37.783,4.22,0.0502,0.0341,4.30708,4.0,4.2702,10_0.03_k8s
21,2023-01-15 18:00:33.611293,2023-01-15 18:00:38.798,5.10,0.0444,0.0327,5.186707,5.0,5.1444,10_0.03_k8s
22,2023-01-15 18:00:35.164430,2023-01-15 18:00:41.265,6.01,0.0400,0.0335,6.10057,6.0,6.05,10_0.03_k8s
23,2023-01-15 18:00:43.168088,2023-01-15 18:00:48.542,5.30,0.0495,0.0325,5.373912,5.0,5.3495,10_0.03_k8s
24,2023-01-15 18:00:44.661984,2023-01-15 18:00:52.824,8.09,0.0225,0.0754,8.162016,8.0,8.1125,10_0.03_k8s
25,2023-01-15 18:00:46.758085,2023-01-15 18:00:58.240,11.3,0.0614,0.0451,11.481915,11.0,11.361400000000001,10_0.03_k8s
26,2023-01-15 18:00:47.077769,2023-01-15 18:00:58.272,11.0,0.0584,0.0510,11.194231,11.0,11.0584,10_0.03_k8s
27,2023-01-15 18:00:48.825288,2023-01-15 18:01:00.314,11.4,0.0377,0.0367,11.488712,11.0,11.4377,10_0.03_k8s
