,intime,outtime,aeneas,tocloud,pubrabbitmq,TPT,PT,FET,scenario
0,2023-01-17 11:11:01.107492,2023-01-17 11:11:05.490,4.29,0.0405,0.0353,4.382508,4.0,4.3305,10_0.05_k8s
1,2023-01-17 11:11:07.067946,2023-01-17 11:11:11.282,4.13,0.0341,0.0361,4.214054,4.0,4.1640999999999995,10_0.05_k8s
2,2023-01-17 11:11:20.591542,2023-01-17 11:11:27.356,6.79,0.0385,0.0298,6.764458,7.0,6.8285,10_0.05_k8s
3,2023-01-17 11:11:21.099354,2023-01-17 11:11:27.512,6.32,0.0424,0.0286,6.412646,6.0,6.3624,10_0.05_k8s
4,2023-01-17 11:11:30.562479,2023-01-17 11:11:35.939,5.29,0.0415,0.0379,5.376521,5.0,5.3315,10_0.05_k8s
5,2023-01-17 11:11:32.546043,2023-01-17 11:11:38.274,5.63,0.0469,0.0334,5.727957,6.0,5.6769,10_0.05_k8s
6,2023-01-17 11:11:39.287348,2023-01-17 11:11:44.565,5.18,0.0393,0.0352,5.277652,5.0,5.2193,10_0.05_k8s
7,2023-01-17 11:11:41.099720,2023-01-17 11:11:47.105,5.91,0.0420,0.0314,6.00528,6.0,5.952,10_0.05_k8s
8,2023-01-17 11:11:45.225100,2023-01-17 11:11:56.355,10.9,0.0547,0.0325,11.1299,11.0,10.9547,10_0.05_k8s
9,2023-01-17 11:11:45.339529,2023-01-17 11:11:56.796,11.4,0.0565,0.0495,11.456471,11.0,11.4565,10_0.05_k8s
10,2023-01-17 11:11:47.148837,2023-01-17 11:11:56.796,9.55,0.0395,0.0588,9.647163,10.0,9.589500000000001,10_0.05_k8s
11,2023-01-17 11:11:55.597568,2023-01-17 11:12:01.755,6.08,0.0394,0.0307,6.157432,6.0,6.1194,10_0.05_k8s
12,2023-01-17 11:11:57.942127,2023-01-17 11:12:05.065,7.03,0.0444,0.0298,7.122873,7.0,7.074400000000001,10_0.05_k8s
13,2023-01-17 11:12:00.390908,2023-01-17 11:12:07.514,7.08,0.0409,0.0307,7.123092,7.0,7.1209,10_0.05_k8s
14,2023-01-17 11:12:01.096186,2023-01-17 11:12:07.668,6.50,0.0366,0.0351,6.571814,7.0,6.5366,10_0.05_k8s
15,2023-01-17 11:12:01.432222,2023-01-17 11:12:08.602,7.09,0.0471,0.0504,7.169778,7.0,7.1371,10_0.05_k8s
16,2023-01-17 11:12:05.136081,2023-01-17 11:12:11.075,5.83,0.0350,0.0316,5.938919,6.0,5.865,10_0.05_k8s
17,2023-01-17 11:12:12.119291,2023-01-17 11:12:16.463,4.26,0.0472,0.0343,4.343709,4.0,4.3072,10_0.05_k8s
18,2023-01-17 11:12:12.369145,2023-01-17 11:12:19.049,6.68,0.0374,0.0336,6.679855,7.0,6.7174,10_0.05_k8s
19,2023-01-17 11:12:12.721937,2023-01-17 11:12:19.165,6.35,0.0461,0.0279,6.443063,6.0,6.3961,10_0.05_k8s
20,2023-01-17 11:12:15.214424,2023-01-17 11:12:19.630,4.34,0.0521,0.0308,4.415576,4.0,4.3921,10_0.05_k8s
21,2023-01-17 11:12:19.443126,2023-01-17 11:12:24.655,5.12,0.0410,0.0641,5.211874,5.0,5.1610000000000005,10_0.05_k8s
22,2023-01-17 11:12:21.100427,2023-01-17 11:12:26.649,4.18,0.0549,0.0316,5.548573,6.0,4.2349,10_0.05_k8s
23,2023-01-17 11:12:21.903022,2023-01-17 11:12:27.928,6.73,0.0422,0.0300,6.024978,6.0,6.772200000000001,10_0.05_k8s
24,2023-01-17 11:12:22.372281,2023-01-17 11:12:34.928,6.36,0.0615,0.0333,12.555719,13.0,6.4215,10_0.05_k8s
25,2023-01-17 11:12:29.211622,2023-01-17 11:12:41.313,11.9,0.0539,0.0546,12.101378,12.0,11.9539,10_0.05_k8s
