,PT,frequency,pdf,cdf
0,4.0,3,0.029411764705882353,0.029411764705882353
1,5.0,15,0.14705882352941177,0.17647058823529413
2,6.0,15,0.14705882352941177,0.3235294117647059
3,7.0,18,0.17647058823529413,0.5
4,8.0,13,0.12745098039215685,0.6274509803921569
5,9.0,7,0.06862745098039216,0.696078431372549
6,10.0,6,0.058823529411764705,0.7549019607843137
7,11.0,7,0.06862745098039216,0.8235294117647058
8,12.0,8,0.0784313725490196,0.9019607843137254
9,13.0,3,0.029411764705882353,0.9313725490196078
10,14.0,2,0.0196078431372549,0.9509803921568627
11,16.0,2,0.0196078431372549,0.9705882352941176
12,18.0,3,0.029411764705882353,1.0
