,PT,frequency,pdf,cdf
0,4.0,7,0.1590909090909091,0.1590909090909091
1,5.0,2,0.045454545454545456,0.20454545454545453
2,6.0,4,0.09090909090909091,0.2954545454545454
3,7.0,4,0.09090909090909091,0.38636363636363635
4,8.0,1,0.022727272727272728,0.40909090909090906
5,9.0,3,0.06818181818181818,0.47727272727272724
6,10.0,2,0.045454545454545456,0.5227272727272727
7,11.0,1,0.022727272727272728,0.5454545454545454
8,12.0,2,0.045454545454545456,0.5909090909090908
9,13.0,2,0.045454545454545456,0.6363636363636362
10,14.0,2,0.045454545454545456,0.6818181818181817
11,18.0,2,0.045454545454545456,0.7272727272727271
12,19.0,1,0.022727272727272728,0.7499999999999998
13,20.0,2,0.045454545454545456,0.7954545454545452
14,22.0,1,0.022727272727272728,0.8181818181818179
15,23.0,1,0.022727272727272728,0.8409090909090906
16,24.0,1,0.022727272727272728,0.8636363636363633
17,29.0,2,0.045454545454545456,0.9090909090909087
18,30.0,1,0.022727272727272728,0.9318181818181814
19,31.0,2,0.045454545454545456,0.9772727272727268
20,33.0,1,0.022727272727272728,0.9999999999999996
