,intime,outtime,aeneas,tocloud,pubrabbitmq,TPT,PT,FET,scenario
0,2023-01-15 19:48:43.898473,2023-01-15 19:48:48.244,4.25,0.4805,0.0378,4.345527,4.0,4.7305,10_0.04_k8s
1,2023-01-15 19:48:58.746028,2023-01-15 19:49:03.112,4.27,0.0426,0.0415,4.365972,4.0,4.3126,10_0.04_k8s
2,2023-01-15 19:49:08.885055,2023-01-15 19:49:14.243,5.26,0.0458,0.0367,5.357945,5.0,5.3058,10_0.04_k8s
3,2023-01-15 19:49:10.593010,2023-01-15 19:49:16.583,5.90,0.0421,0.0339,5.98999,6.0,5.9421,10_0.04_k8s
4,2023-01-15 19:49:16.165711,2023-01-15 19:49:21.672,5.40,0.0465,0.0327,5.506289,6.0,5.4465,10_0.04_k8s
5,2023-01-15 19:49:18.186523,2023-01-15 19:49:24.144,5.86,0.0398,0.0351,5.957477,6.0,5.8998,10_0.04_k8s
6,2023-01-15 19:49:23.642539,2023-01-15 19:49:28.271,4.52,0.0431,0.0418,4.628461,5.0,4.5630999999999995,10_0.04_k8s
7,2023-01-15 19:49:30.172997,2023-01-15 19:49:34.557,4.30,0.0590,0.0322,4.384003,4.0,4.359,10_0.04_k8s
8,2023-01-15 19:49:33.420076,2023-01-15 19:49:38.192,4.23,0.0447,0.0319,4.771924,5.0,4.2747,10_0.04_k8s
9,2023-01-15 19:49:33.884593,2023-01-15 19:49:38.681,5.17,0.0390,0.0446,4.796407,5.0,5.209,10_0.04_k8s
10,2023-01-15 19:49:38.574722,2023-01-15 19:49:42.876,4.21,0.0471,0.0281,4.301278,4.0,4.2571,10_0.04_k8s
11,2023-01-15 19:49:41.271748,2023-01-15 19:49:45.528,4.16,0.0439,0.0325,4.256252,4.0,4.2039,10_0.04_k8s
12,2023-01-15 19:49:45.378401,2023-01-15 19:49:49.827,4.35,0.0435,0.0564,4.448599,4.0,4.3934999999999995,10_0.04_k8s
13,2023-01-15 19:49:48.050780,2023-01-15 19:49:53.888,5.76,0.0405,0.0282,5.83722,6.0,5.8004999999999995,10_0.04_k8s
14,2023-01-15 19:49:50.984487,2023-01-15 19:49:55.344,4.27,0.0424,0.0342,4.359513,4.0,4.312399999999999,10_0.04_k8s
15,2023-01-15 19:49:54.057605,2023-01-15 19:49:58.406,4.25,0.0507,0.0348,4.348395,4.0,4.3007,10_0.04_k8s
16,2023-01-15 19:49:57.408457,2023-01-15 19:50:04.900,4.14,0.0374,0.0296,7.491543,7.0,4.1774,10_0.04_k8s
17,2023-01-15 19:49:58.884644,2023-01-15 19:50:05.057,7.57,0.0379,0.0471,6.172356,6.0,7.6079,10_0.04_k8s
18,2023-01-15 19:50:00.669947,2023-01-15 19:50:05.116,6.16,0.0330,0.0351,4.446053,4.0,6.1930000000000005,10_0.04_k8s
19,2023-01-15 19:50:02.126595,2023-01-15 19:50:06.369,4.15,0.0413,0.0363,4.242405,4.0,4.1913,10_0.04_k8s
20,2023-01-15 19:50:06.906161,2023-01-15 19:50:11.213,4.23,0.0480,0.0380,4.306839,4.0,4.2780000000000005,10_0.04_k8s
21,2023-01-15 19:50:09.349104,2023-01-15 19:50:13.672,4.24,0.0416,0.0290,4.322896,4.0,4.2816,10_0.04_k8s
22,2023-01-15 19:50:13.244335,2023-01-15 19:50:17.640,4.30,0.0485,0.0708,4.395665,4.0,4.3485,10_0.04_k8s
23,2023-01-15 19:50:15.360284,2023-01-15 19:50:19.600,4.15,0.0429,0.0313,4.239716,4.0,4.192900000000001,10_0.04_k8s
24,2023-01-15 19:50:20.614317,2023-01-15 19:50:24.845,4.15,0.0406,0.0315,4.230683,4.0,4.190600000000001,10_0.04_k8s
25,2023-01-15 19:50:21.847811,2023-01-15 19:50:26.110,4.16,0.0393,0.0311,4.262189,4.0,4.1993,10_0.04_k8s
26,2023-01-15 19:50:23.884619,2023-01-15 19:50:30.864,6.94,0.0456,0.0316,6.979381,7.0,6.985600000000001,10_0.04_k8s
27,2023-01-15 19:50:24.007405,2023-01-15 19:50:30.979,6.90,0.0338,0.0284,6.971595,7.0,6.933800000000001,10_0.04_k8s
28,2023-01-15 19:50:28.534314,2023-01-15 19:50:40.764,12.1,0.0411,0.0449,12.229686,12.0,12.1411,10_0.04_k8s
29,2023-01-15 19:50:31.030309,2023-01-15 19:50:40.904,9.85,0.0357,0.0302,9.873691,10.0,9.8857,10_0.04_k8s
30,2023-01-15 19:50:31.113174,2023-01-15 19:50:41.008,9.84,0.0380,0.0277,9.894826,10.0,9.878,10_0.04_k8s
31,2023-01-15 19:50:32.679990,2023-01-15 19:50:47.561,14.8,0.0418,0.0343,14.88101,15.0,14.841800000000001,10_0.04_k8s
32,2023-01-15 19:50:35.772989,2023-01-15 19:50:54.978,16.3,0.0467,0.0381,19.205011,19.0,16.346700000000002,10_0.04_k8s
33,2023-01-15 19:50:37.369024,2023-01-15 19:50:55.206,19.3,0.0446,0.0330,17.836976,18.0,19.3446,10_0.04_k8s
34,2023-01-15 19:50:38.332397,2023-01-15 19:50:55.217,17.7,0.0419,0.0332,16.884603,17.0,17.741899999999998,10_0.04_k8s
35,2023-01-15 19:50:42.245997,2023-01-15 19:50:57.392,15.0,0.0467,0.0355,15.146003,15.0,15.0467,10_0.04_k8s
