,PT,frequency,pdf,cdf
0,4.0,3,0.06666666666666667,0.06666666666666667
1,5.0,5,0.1111111111111111,0.17777777777777776
2,6.0,6,0.13333333333333333,0.3111111111111111
3,7.0,5,0.1111111111111111,0.4222222222222222
4,8.0,3,0.06666666666666667,0.4888888888888889
5,9.0,3,0.06666666666666667,0.5555555555555556
6,10.0,1,0.022222222222222223,0.5777777777777778
7,12.0,1,0.022222222222222223,0.6000000000000001
8,13.0,1,0.022222222222222223,0.6222222222222223
9,15.0,3,0.06666666666666667,0.688888888888889
10,16.0,1,0.022222222222222223,0.7111111111111112
11,17.0,3,0.06666666666666667,0.7777777777777779
12,20.0,1,0.022222222222222223,0.8000000000000002
13,21.0,3,0.06666666666666667,0.8666666666666668
14,22.0,1,0.022222222222222223,0.8888888888888891
15,24.0,1,0.022222222222222223,0.9111111111111113
16,25.0,3,0.06666666666666667,0.977777777777778
17,26.0,1,0.022222222222222223,1.0000000000000002
