,user,intime,outtime,aeneas,tocloud,TPT,FET,CT
0,1,2022-09-01 12:23:58.006,2022-09-01 12:24:02.849,4.572,0.0366,4,4.6086,-0.6086
1,2,2022-09-01 12:23:58.013,2022-09-01 12:24:07.480,4.578,0.0395,9,4.617500000000001,4.382499999999999
2,3,2022-09-01 12:23:58.022,2022-09-01 12:24:12.354,4.805,0.0443,14,4.8492999999999995,9.1507
3,4,2022-09-01 12:23:58.028,2022-09-01 12:24:17.461,5.049,0.0382,19,5.0872,13.9128
4,5,2022-09-01 12:23:58.037,2022-09-01 12:24:22.161,4.623,0.0398,24,4.6628,19.3372
5,6,2022-09-01 12:23:58.047,2022-09-01 12:24:27.269,4.578,0.0363,29,4.6143,24.3857
6,7,2022-09-01 12:23:58.061,2022-09-01 12:24:31.873,4.550,0.0401,33,4.5901,28.4099
7,8,2022-09-01 12:23:58.072,2022-09-01 12:24:36.530,4.566,0.0388,38,4.6048,33.3952
8,9,2022-09-01 12:23:58.079,2022-09-01 12:24:41.394,4.703,0.0370,43,4.74,38.26
9,10,2022-09-01 12:23:58.086,2022-09-01 12:24:45.989,4.543,0.0387,47,4.5817000000000005,42.4183
10,11,2022-09-01 12:23:58.093,2022-09-01 12:24:50.765,4.717,0.0380,52,4.755,47.245
11,12,2022-09-01 12:23:58.102,2022-09-01 12:24:55.909,4.641,0.0366,57,4.6776,52.3224
12,13,2022-09-01 12:23:58.110,2022-09-01 12:25:01.682,4.896,0.0351,63,4.9311,58.0689
13,14,2022-09-01 12:23:58.117,2022-09-01 12:25:06.321,4.550,0.0412,68,4.5912,63.4088
14,15,2022-09-01 12:23:58.129,2022-09-01 12:25:11.134,4.761,0.0374,73,4.7984,68.2016
15,16,2022-09-01 12:23:58.137,2022-09-01 12:25:15.944,4.752,0.0400,77,4.792,72.208
16,17,2022-09-01 12:23:58.145,2022-09-01 12:25:20.679,4.688,0.0378,82,4.7258,77.27420000000001
17,18,2022-09-01 12:23:58.153,2022-09-01 12:25:25.286,4.545,0.0396,87,4.5846,82.4154
18,19,2022-09-01 12:23:58.159,2022-09-01 12:25:30.037,4.704,0.0330,91,4.737,86.263
19,20,2022-09-01 12:23:58.166,2022-09-01 12:25:35.452,4.539,0.0400,97,4.579,92.421
20,21,2022-09-01 12:23:58.174,2022-09-01 12:25:40.076,4.555,0.0329,101,4.587899999999999,96.4121
21,22,2022-09-01 12:23:58.182,2022-09-01 12:25:45.074,4.695,0.0539,106,4.7489,101.2511
22,23,2022-09-01 12:23:58.190,2022-09-01 12:25:49.776,4.631,0.0417,111,4.6727,106.3273
23,24,2022-09-01 12:23:58.201,2022-09-01 12:25:54.941,4.811,0.0399,116,4.8509,111.1491
24,25,2022-09-01 12:23:58.209,2022-09-01 12:26:00.030,4.929,0.0327,121,4.9617,116.03829999999999
25,26,2022-09-01 12:23:58.216,2022-09-01 12:26:04.766,4.621,0.0378,126,4.6588,121.3412
26,27,2022-09-01 12:23:58.224,2022-09-01 12:26:10.629,5.152,0.0331,132,5.1851,126.8149
27,28,2022-09-01 12:23:58.232,2022-09-01 12:26:15.460,4.750,0.0429,137,4.7929,132.2071
28,29,2022-09-01 12:23:58.252,2022-09-01 12:26:20.300,4.722,0.0408,142,4.7628,137.2372
29,30,2022-09-01 12:23:58.257,2022-09-01 12:26:25.327,4.514,0.0459,147,4.5599,142.4401
